"stopTag","stopName","latitude","longitude","routeTags"
"24328","Trethewey Dr At Paulson Rd","43.69359","-79.48233","32"
"4411","Queens Quay West At Bay St East Side","43.64155","-79.37547","320,19,72"
"12920","Humberwood Blvd At Morning Star Dr","43.72627","-79.62233","36,336"
"6856","Lambton Ave At Weston Rd West Side","43.68406","-79.48488","71"
"3277","Jane St At Rita Dr North Side","43.74342","-79.51405","35,335"
"3122","Royal York Rd At North Dr North Side","43.67723","-79.52428","73"
"2292","Dawes Rd At Goodwood Park Crt","43.69525","-79.29751","23"
"6831","Lawrence Ave East At Bridgeport Dr","43.77848","-79.141","354,954,54"
"4859","Kingston Rd At Elmer Ave","43.67554","-79.30601","322,503"
"5051","800 Islington Ave","43.61682","-79.51053","110,337"
"8868","St Clair Ave West At Vaughan Rd East Side","43.68288","-79.41935","126"
"6979","Markland Dr At Cherry Post Cres (North)","43.63314","-79.58267","49"
"3326","Bathurst St At Raeburn Ave","43.74416","-79.43556","7,307,160"
"6502","Danforth Rd At Savarin St","43.74331","-79.24512","16,302"
"7846","Brenyon Way At Sheppard Ave East","43.80074","-79.20709","132"
"7503","McNicoll Ave At Markham Rd","43.82377","-79.24824","102"
"7536","Bay St At Harbour St South Side - Jack Layton Ferry Terminal","43.64174","-79.37738","320,19,72"
"4242","Eglinton Ave West At Kane Ave East Side","43.69122","-79.47001","332,32"
"14017","Old Finch Ave At Baffin Crt","43.81984","-79.21122","39"
"9428","419 Midland Ave North Side","43.71229","-79.24858","20"
"5131","Dufferin St At Eversfield Rd","43.68684","-79.44654","29,329"
"24195","3390 Major Mackenzie Dr East","43.89368","-79.33666","68"
"6168","Brimley Rd At Comrie Ter (North)","43.72614","-79.24376","12,302"
"4485","McCowan Rd At Huronia Gate","43.76841","-79.24999","16,302"
"2469","Yonge St At Ranleigh Ave","43.728","-79.40308","320,97"
"8293","Millwood Rd At Randolph Rd","43.70292","-79.36266","88"
"9255","Queen St West At Dufferin St","43.64212","-79.42879","301,501"
"8094","533 Lansdowne Ave","43.65568","-79.44177","47"
"2854","Sheppard Ave East At Buchan Crt","43.77238","-79.35877","385,85"
"2998","Calvington Dr At Dalsby Rd","43.7294","-79.50181","120"
"1536","Glencairn Ave At Glenmount Ave","43.71179","-79.4304","14"
"1070","Queen St East At Carroll St","43.65842","-79.3521","301,501,304,503,504,72,508"
"2279","Tuscan Gate At Sheppard Ave West","43.7529","-79.48316","107,108"
"2933","Danforth Rd At Marsh Rd","43.71181","-79.26286","113,300"
"2575","Finch Ave East At Skymark Dr","43.79335","-79.35207","39,339"
"2925","Warden Ave At Firvalley Crt","43.70374","-79.27771","68,135,69,16"
"7237","Wellesworth Dr At Faversham Cres North Side","43.65879","-79.57939","112"
"2839","Bannatyne Dr At Dunlace Dr","43.76171","-79.37221","115"
"1946","Sheppard Ave East At Leona Dr","43.76278","-79.40477","385,85,98"
"9791","Evans Ave At Sheldon Ave West Side","43.61153","-79.5458","123,15,315"
"3532","Royal York Rd At Weston Wood Rd North Side","43.6921","-79.5308","73"
"9909","Oakwood Ave At Earlsdale Ave","43.68543","-79.43792","363,161,63"
"9843","Old Weston Rd At Rogers Rd","43.68172","-79.46746","341,168,41"
"24488","Steeles Ave East At Midland Ave East Side","43.82593","-79.29692","353,953,53"
"2594","Greenwin Village Rd At Elise Ter (West)","43.79176","-79.44213","7,307"
"12898","Fleet St At Bastion St","43.63585","-79.40377","511,509"
"7469","Calvington Dr At Keele St West Side","43.73349","-79.48428","120"
"1263","Parliament St At Adelaide St East","43.65362","-79.3637","365,65"
"23881","Driftwood Ave At Stong Crt","43.76181","-79.51686","108"
"4067","Kennedy Rd At Foxridge Dr","43.72416","-79.26468","113"
"5581","Harbord St At Bathurst St","43.66161","-79.40954","94"
"9685","St Clair Ave East At Andrew Ave","43.7203","-79.24451","102,9"
"3964","25 Mabelle Ave","43.64594","-79.52689","40"
"1504","Birchmount Rd At Canadian Rd","43.76147","-79.29072","17"
"5231","Eglinton Ave East At Leslie St West Side","43.71713","-79.3502","34,354,334"
"24447","Weston Rd At Lawrence Ave West","43.70033","-79.51647","89,989"
"1314","Barber Greene Rd At Don Mills Rd West Side","43.7276","-79.34156","162"
"3345","Morningside Ave At Tams Rd","43.79191","-79.1953","116"
"1787","Burnhamthorpe Rd At Renforth Dr West Side","43.64339","-79.57286","50"
"14222","Jane Station","43.65004","-79.4836","935"
"24274","Dundas St East At Regent Park Blvd","43.66025","-79.36197","505,508"
"5052","Bellamy Rd North At Grace St South Side","43.74328","-79.22987","9"
"1232","Albion Rd At Humberline Dr East Side","43.74666","-79.62149","73"
"10136","Vaughan Rd At Arlington Ave East Side","43.68874","-79.43143","90"
"6010","The East Mall At Valhalla Inn Rd North Side","43.64189","-79.55767","111"
"4380","Warden Ave At Calvert Rd","43.87711","-79.33969","68"
"2442","2050 McCowan Rd","43.79506","-79.26117","169,302,129,130"
"3273","Coxwell Ave At O'Connor Dr South Side","43.69729","-79.32948","70"
"8275","Lawrence Ave East At Manse Rd East Side","43.77064","-79.17585","354,954,86,54"
"9202","75 Thorncliffe Park Dr","43.70495","-79.34195","88,325,81"
"8386","Ferris Rd At Dawes Rd West Side","43.70631","-79.29602","23"
"1450","Belfield Rd At Martin Grove Rd","43.70171","-79.57601","45"
"551","Main St At Doncaster Ave","43.69156","-79.30325","87"
"2803","Main St Markham North At Springdale Ave","43.88599","-79.26279","102"
"2305","Albion Rd At Bankfield Dr South Side","43.73072","-79.5545","118,73"
"9281","Warden Ave At Highway 7","43.85591","-79.33411","68"
"695","McCowan Rd At Kenhatch Blvd","43.80132","-79.26357","302,129"
"8918","Bay St At Charles St West","43.66807","-79.38867","19"
"7545","Woodsworth Rd At Hopperton Dr (East)","43.76488","-79.37143","115"
"1640","Harbord St At Manning Ave","43.66042","-79.41477","94"
"6810","Yonge St At Glencairn Ave","43.71822","-79.40069","320,97"
"3031","Lawrence Ave East At Walkway To Ridgewood Rd","43.78625","-79.12513","354,954,54"
"3312","Glencairn Ave At Dufferin St","43.70691","-79.4535","14"
"24312","Danforth Ave At Dawes Rd","43.68931","-79.29716","23,113,300,20"
"5981","Oriole Pkwy At Tranmer Ave","43.6999","-79.40391","13"
"1477","Bayview Ave At Byng Ave North Side","43.78221","-79.39138","11"
"6103","McNicoll Ave At Boxdene Ave","43.81831","-79.26985","42"
"6758","Progress Ave At Rosebank Dr","43.79246","-79.23424","134"
"5655","Bloor St West At Peacock Ave","43.63494","-79.56566","49"
"10282","Castleton Ave At Henrietta St","43.67049","-79.48657","79,71"
"10226","Cosburn Ave At Roosevelt Rd West Side","43.693428","-79.3316","322,87"
"5661","Keele St At George Appleton Way","43.72481","-79.48146","341,41"
"3190","Evans Ave At Garroch Pl","43.6197","-79.50661","15,315"
"8862","Morningside Ave At Cinemart Dr","43.79771","-79.19745","116"
"15354","Cherry St At Front St East","43.65251","-79.35784","504"
"1162","John Garland Blvd At Jamestown Cres (East) East Side","43.7341","-79.58232","96"
"6658","Jane St At Yorkwoods Gate","43.75067","-79.51584","35,335"
"23882","King St West At Jarvis St West Side","43.65039","-79.37245","304,503,504,508"
"9330","Bellamy Rd North At Ellesmere Rd","43.77403","-79.241516","9"
"7174","Bay St At Front St West - Union Station","43.64585","-79.37893","19"
"5295","Bloor St West At Shaw St","43.66241","-79.42334","300"
"1670","Milvan Dr At Penn Dr (North)","43.75532","-79.55831","36"
"7379","Gerrard St East At River St","43.66382","-79.35905","306,506"
"2785","Birchmount Rd At Ranstone Gardens","43.73857","-79.2811","17"
"3769","Brimley Rd At Port Royal Trail (North)","43.82506","-79.2862","21"
"5000","Sheppard Ave East At Idagrove Gate","43.80747","-79.17543","385,985,85"
"2726","Steeles Ave East At Willowdale Ave","43.79939","-79.41434","353,53"
"6434","Danforth Ave At Donlands Ave","43.6803","-79.33743","300"
"1892","McCowan Rd At Heritage Rd","43.87006","-79.2854","129"
"6969","Islington Ave At Resources Rd South Side","43.70779","-79.55188","37,337"
"15228","Birchmount Rd At Verdale Crossing","43.85157","-79.3252","17"
"7240","Broadview Ave At O'Connor Dr","43.69168","-79.35564","8"
"6746","Douglas Dr At Douglas Dr - Chorley Park","43.68689","-79.37097","82,75"
"7206","Wynford Dr At Eglinton Ave East","43.72506","-79.32572","34,100"
"14283","Scarborough Centre Station","43.77458","-79.25763","129"
"2198","Kipling Ave At Dixon Rd","43.69448","-79.55889","45,945"
"8758","Ansford Ave At Faywood Blvd","43.73574","-79.44684","104"
"24617","Wilmington Ave At Maxwell St","43.76542","-79.458206","104"
"9387","Kipling Ave At Beaconhill Rd","43.75367","-79.58725","45,337,945"
"3658","Rexdale Blvd At Tidemore Ave West Side","43.715","-79.58549","37"
"1503","Dixon Rd At Chetta Pl","43.69604","-79.55167","352,52"
"2311","The Donway West At Don Mills Rd","43.74069","-79.34472","162"
"8349","Lawrence Ave East At Centennial Rd","43.77758","-79.14597","354,954,54"
"4940","Glencairn Ave At Shermount Ave","43.71","-79.43872","14"
"6428","Guildwood Pkwy At Livingston Rd","43.74766","-79.19914","116"
"6606","Wintermute Blvd At River Grove Dr (South)","43.818","-79.31754","17"
"7937","Eglinton Ave West At Martin Grove Rd East Side","43.67442","-79.56259","332,32"
"4281","St Clair Ave East At O'Connor Dr","43.70577","-79.3117","8"
"569","McCowan Rd At Town Centre Crt","43.77479","-79.25259","16,302"
"9649","Kipling Ave At Brookmere Rd","43.72804","-79.57438","45,945"
"8921","Whitehorse Rd At Steeprock Dr","43.75826","-79.47218","107"
"6976","Islington Ave At St Andrews Blvd","43.70123","-79.5485","37,337"
"6242","Maniza Rd At Spalding Rd","43.73403","-79.46384","184"
"24067","Yonge St At Orchard View Blvd","43.7083","-79.3988","320,97"
"15254","Keele St At Bloor St West - Keele Station","43.65549","-79.4601","341,89,189,41"
"4194","Eglinton Ave East At Gilder Dr","43.73578","-79.25309","12,34,300,334,116,86,21"
"9967","Airport Rd At Highway 427 (On Ramp)","43.68602","-79.60356","352,332,52"
"3548","Carlton St At Yonge St - College Station","43.66144","-79.38291","306,506"
"14848","Coxwell Ave At Queen St East South Side","43.66599","-79.31653","31"
"10257","210 The West Mall","43.62967","-79.55942","112"
"2946","Middlefield Rd At Opposite Walkway To Bushcroft Grove","43.79913","-79.26016","130"
"5765","Rogers Rd At Oakwood Ave","43.68701","-79.43887","161"
"970","Wilson Ave At Yonge St","43.7438","-79.40726","396,165,96"
"8589","Kennedy Rd At St Clair Ave East","43.71675","-79.26156","113"
"2061","2155 Lake Shore Blvd West","43.62571","-79.47974","301,501,508"
"2195","Prince Edward Dr South At Berry Rd","43.63498","-79.4997","66"
"727","Glencairn Ave At Danesbury Ave","43.70827","-79.44683","14"
"5715","Middlefield Rd At Opposite Walkway To Buckhurst Cres","43.80531","-79.25455","130"
"9005","Greenwood Ave At Dundas St East","43.66746","-79.32646","31"
"24482","Hollinger Rd At Dohme Ave","43.71266","-79.31433","91"
"3841","St Clair Ave West At Jane St","43.66728","-79.49153","79,189"
"3664","Victoria Park Ave At Gordon Baker Rd","43.8103","-79.33892","24,924"
"6548","Curity Ave At Hollinger Rd","43.71016","-79.31625","91"
"10081","Berry Rd At Bell Manor Dr","43.63723","-79.48877","66"
"2836","Kipling Ave At Rathburn Rd","43.65994","-79.5434","45,46"
"5892","John Garland Blvd At Collingdale Rd (East) West Side","43.7324","-79.58409","96"
"8148","Hambly Ave At Queen St East North Side","43.67094","-79.29687","64"
"7151","Broadview Ave At Pottery Rd South Side","43.68355","-79.35714","8,62,87"
"14721","Staines Rd At Seasons Dr North Side","43.83086","-79.22377","353,953,53"
"6520","Kennedy Rd At Linwood Ave South Side","43.79318","-79.29276","343,43"
"6577","Spadina Ave At Nassau St","43.65566","-79.39907","310,510"
"9804","Don Mills Rd At Gateway Blvd","43.71453","-79.33656","25,325"
"2917","O'Connor Dr At Glebemount Ave East Side","43.69902","-79.32317","8,70"
"6526","Bathurst St At Davenport Rd","43.67702","-79.41601","7,90,307"
"1916","Runnymede Rd At Dundas St West","43.66582","-79.48231","79,71"
"7017","Ossington Ave At Hallam St","43.66811","-79.42829","363,63"
"5409","Willowdale Ave At Silverview Dr","43.78693","-79.40979","98"
"3843","Birchmount Rd At Comstock Rd","43.72382","-79.27548","17"
"4064","Sheppard Ave West At Beecroft Rd West Side","43.76098","-79.4138","84,384,98"
"2186","Lansdowne Ave At Paton Rd","43.66054","-79.44345","47"
"24350","Kingston Rd At Galloway Rd West Side","43.7618","-79.19512","12,334,986,86,905"
"8662","Sheppard Ave East At Dean Park Rd","43.80614","-79.18052","385,985,85"
"5361","Orfus Rd At Dufferin St West Side","43.72041","-79.45659","47"
"9442","Finchdene Sq (East) At Finchdene Sq (South)","43.81714","-79.23213","134,339"
"2147","Littles Rd At Birrell Ave","43.81723","-79.2043","131"
"2522","Kingston Rd At Warden Ave","43.68802","-79.27067","12,302"
"1960","Sheppard Ave West At Brentwood Ave","43.75834","-79.42549","984,84,384"
"3072","Kipling Ave At Rexdale Blvd","43.71188","-79.56695","45,945"
"1970","Victoria Park Ave At Ferncrest Gate","43.78918","-79.32941","24"
"9941","Lawrence Ave East At Wexford Blvd","43.7438","-79.30149","354,54"
"6542","Warden Ave At Tower Dr","43.75447","-79.29855","68"
"3570","Opposite 44 Milner Ave","43.78494","-79.25372","132"
"24085","Lake Shore Blvd West At Miles Rd","43.60819","-79.49024","508"
"24106","Warden Station","43.71103","-79.28013","69,8"
"5196","Islington Ave At Barker Ave","43.73199","-79.56317","37,337,937"
"2945","Dawes Rd At Ferris Rd South Side","43.70588","-79.29567","23"
"2125","Queens Quay West At Lower Spadina Ave East Side","43.63776","-79.39118","310,510,509"
"7144","Laird Dr At Industrial St","43.70719","-79.36212","56"
"5688","Yonge St At Manor Rd East","43.7024","-79.39733","320,97"
"8321","Mt Pleasant Rd At Sherwood Ave","43.71488","-79.3925","74"
"3009","Commander Blvd At North Wind Pl West Side","43.79499","-79.26481","169"
"10303","North Queen St At The East Mall","43.62064","-79.54913","123"
"7259","Dufferin St At Stanstead Dr","43.76308","-79.46545","104,105,329"
"10005","Markham Rd At Scranton Rd","43.76509","-79.22723","102"
"4850","Grenoble Dr At Grenoble Dr","43.71617","-79.33","100"
"8004","Wilson Ave At Murray Rd","43.72941","-79.47172","396,165,128,118,119,96,120"
"8043","Evans Ave At Arnold St West Side","43.61663","-79.52089","15,315"
"12926","35 Carl Hall Rd","43.74677","-79.47989","101"
"6013","Queen'S Plate Dr At Highway 27","43.72288","-79.59744","37"
"7291","Markham Rd At New Delhi Dr","43.84762","-79.2534","102"
"6432","McNicoll Ave At Victoria Park Ave West Side","43.80401","-79.33697","42"
"4384","Victoria Park Ave At Crescent Town Rd","43.69642","-79.2903","24,324"
"2938","Opposite 29 Valley Woods Rd","43.75384","-79.33323","91"
"5883","Lawrence Ave East At Markham Rd","43.76","-79.22504","354,954,54"
"7030","Wellesley St East At Sherbourne St","43.66717","-79.37448","94"
"6764","Park Lawn Rd At The Queensway South Side","43.62866","-79.49003","66"
"4992","Warden Ave At Ashtonbee Rd","43.73087","-79.28896","68,968"
"2869","Brimley Rd At Gully Dr","43.74353","-79.25111","21"
"6822","Sheppard Ave West At John Drury Dr","43.74811","-79.48252","101,106,108,84,384"
"5712","Kingston Rd At Choiceland Blvd","43.78723","-79.16465","986,86"
"8098","Opposite 2278 Brimley Rd","43.7967","-79.27247","21"
"14316","Wilson Station","43.734478","-79.45092","929,29"
"24403","Kipling Ave At Bloor St West","43.642","-79.53557","45,46"
"5579","Bayview Ave At Kilgour Rd - Cnib","43.71709","-79.37832","11"
"14955","Wilson Ave At Agate Rd","43.72574","-79.48564","396,165,118,119,96"
"8665","Mortimer Ave At Linsmore Cres","43.68914","-79.33275","62"
"5732","McCowan Rd At Walkway To Enchanted Hills Cres","43.82879","-79.27538","302,129"
"9168","Royal York Rd At Royaleigh Ave","43.69852","-79.53356","352,73"
"3852","Queen'S Park At Charles St West North Side - Museum Station","43.6676","-79.39351","13"
"7192","Prince Edward Dr South At Kingslea Gardens","43.64068","-79.50196","66"
"1182","3200 Pharmacy Ave","43.79986","-79.32891","167"
"5837","Anglesey Blvd At The Kingsway","43.6642","-79.52175","48"
"14797","Victoria Park Ave At Crescent Town Rd South Side","43.69612","-79.29042","24,324"
"3947","Milner Ave At Neilson Rd East Side","43.79556","-79.21584","132"
"6931","Hullmar Dr At Shoreham Dr","43.7671","-79.52859","35"
"9513","Sentinel Rd At Dovehouse Ave","43.74846","-79.49309","106"
"14813","The West Mall At Holiday Dr","43.64953","-79.56885","112"
"6314","Birchmount Rd At Silver Springs Blvd","43.80059","-79.30679","17"
"5193","Rogers Rd At Silverthorn Ave","43.68288","-79.46314","161"
"4033","Coe Hill Dr At The Queensway","43.63767","-79.46855","77"
"9468","Davenport Rd At Dufferin St","43.67309","-79.44078","127"
"9644","Finch Ave West At Romfield Lane","43.76272","-79.49359","36,336"
"10332","Ellesmere Rd At Saratoga Dr East Side","43.77166","-79.25318","95,395"
"9646","550 Finch Ave West","43.77336","-79.44651","36,336"
"10103","Lawrence Ave West At Greer Rd","43.72381","-79.40861","352,52"
"4005","Midland Ave At Sheppard Ave East","43.78519","-79.2783","57"
"3322","Rogers Rd At Gilbert Ave","43.68337","-79.45975","161"
"6403","The Links Rd At Tournament Dr","43.7508","-79.40194","78"
"10075","Faywood Blvd At Ansford Ave","43.73593","-79.44677","104"
"5386","Willowdale Ave At Finch Ave East","43.7815","-79.40693","98"
"4988","Pharmacy Ave At McNicoll Ave","43.80388","-79.33051","167"
"7891","Runnymede Rd At Morningside Ave","43.64595","-79.47425","77"
"10449","North York General Hospital - Main Entrance","43.76958","-79.36367","51"
"9204","Jane St At Pritchard Ave","43.66944","-79.49268","35,335"
"3821","Morningview Trail At Sewells Rd","43.81976","-79.20071","131"
"2788","Nugget Ave At Shorting Rd","43.79651","-79.25076","131"
"2942","Parliament St At Winchester St","43.66577","-79.36848","365,65"
"6770","Lawrence West Station","43.71596","-79.4441","352,952,52"
"24160","Dufferin St At Livingstone Ave North Side","43.69669","-79.45071","929,29,329"
"1857","Bathurst St At Bridgman Ave","43.67499","-79.41499","7,90,307"
"2806","Danforth Ave At Jones Ave","43.67996","-79.33999","300"
"530","Sewells Rd At McLevin Ave","43.81031","-79.21377","131"
"7983","Sloane Ave At Sweeney Dr South Side","43.73547","-79.31239","91"
"1837","Eglinton Ave East At Prudham Gate","43.7286","-79.28469","34,334"
"5687","Martin Ross Ave At Flint Rd East Side","43.77274","-79.47995","107"
"9784","Dufferin St At Hunter Ave","43.69451","-79.44984","929,29,329"
"14718","Staines Rd At Hepatica St","43.8349","-79.22975","353,953,53"
"9088","Opposite 625 Finch Ave West","43.771698","-79.4543","36,336"
"8005","Sheppard Ave East At Maris Shepway East Side","43.77192","-79.36084","385,85"
"4443","Gerrard St East At Beaton Ave","43.67629","-79.31688","306,506"
"14376","St Clair Station","43.68771","-79.39239","88"
"6437","Keele St At Sheppard Ave West South Side","43.74443","-79.48648","341,101,941,41"
"7050","Martin Grove Rd At Royalcrest Rd","43.75242","-79.5995","396,46,927"
"2377","Danforth Ave At Jones Ave","43.67974","-79.34025","300"
"3676","Finch Ave West At Chesswood Dr West Side","43.7665","-79.47802","36,336"
"1775","Dupont St At Dovercourt Rd","43.66959","-79.43285","26"
"6682","Queen St East At Empire Ave","43.66022","-79.3441","301,501,304,503,72"
"714","Kipling Ave At Jutland Rd","43.62706","-79.52928","44"
"3354","Driftwood Ave At Yewtree Blvd","43.75534","-79.51404","108"
"1303","Pleasant Blvd At Avoca Ave","43.68831","-79.38915","88,74"
"3196","Queen St East At Silver Birch Ave","43.67326","-79.28497","301,501"
"3007","Avenue Rd At Glencairn Ave","43.71606","-79.412506","61"
"4424","Huntingwood Dr At Belgreen Ave West Side","43.7955","-79.29097","169"
"1480","Bingham Loop","43.68146","-79.285","322,324,503"
"5327","Woodbine Ave At Gerrard St East","43.68096","-79.31091","92"
"4813","Bathurst St At Rockford Rd","43.78594","-79.44621","7,307,160"
"7564","St Clair Ave East At Inglewood Dr","43.68971","-79.38669","88,74"
"8767","Islington Ave At Monogram Pl","43.70478","-79.55011","37,337,937"
"24466","Yonge St At Castlefield Ave South Side","43.71164","-79.39953","320,97"
"2975","Woodbine Ave At Kewbeach Ave","43.66551","-79.30481","92"
"8475","168 Bridgeland Ave","43.72517","-79.46537","47"
"14364","Alness St At Brisbane Rd","43.77243","-79.47266","107"
"4622","Hoskin Ave At St George St","43.66422","-79.3982","94"
"10054","Queen St East At Sumach St","43.65674","-79.35901","301,501"
"2065","Midland Ave At Aylesworth Ave North Side","43.71407","-79.24932","20"
"6673","Guildwood Pkwy At Forsythia Dr","43.75021","-79.18715","116"
"9309","Annette St At Willard Ave","43.65902","-79.48501","26"
"5926","Keele St At Falstaff Ave South Side","43.72026","-79.48079","341,941,41"
"6032","Islington Ave At Evans Ave South Side","43.61787","-79.51112","110,337"
"4254","Kipling Ave At Norseman St","43.63162","-79.53121","44"
"4945","Calvington Dr At Renshaw St","43.73276","-79.48678","120"
"4437","Bay St At Elm St","43.65714","-79.38418","19"
"6277","127 Victoria Park Ave - Neil McNeil Secondary School","43.67933","-79.28335","12"
"1911","Milvan Dr At Millwick Dr (South)","43.75625","-79.5602","36"
"1310","53 St Regis Cres (South)","43.7547","-79.48554","108"
"1279","Drewry Ave At Fairchild Ave","43.78606","-79.42181","125"
"7598","Brimley Rd At Shediac Rd","43.74893","-79.25357","21"
"10180","Milner Ave At Progress Ave East Side","43.79034","-79.23305","132"
"8527","Finch Ave West At Virgilwood Dr West Side - North York General Finch Branson","43.7729","-79.4486","36,336"
"5444","Jones Ave At Boultbee Ave","43.67255","-79.33694","83"
"24576","Locust Lodge Gardens At Stanley Greene Blvd","43.73369","-79.47787","101,128"
"14350","Lake Shore Blvd West At Louisa St","43.61865","-79.48672","176"
"3431","Brentcliffe Rd At Wicksteed Ave","43.71182","-79.35879","88"
"5438","Steeles Ave East At Milliken Go Station","43.82483","-79.30247","353,57,953,53"
"5780","St Clair Ave West At Spadina Rd","43.68448","-79.41123","312,512"
"975","Keele St At Four Winds Dr","43.76588","-79.49179","341,107,41"
"9400","Midland Ave At Rural Ave North Side","43.78747","-79.27924","57"
"8529","Victoria Park Ave At Valdane Dr","43.7186","-79.29997","24,324"
"9952","McNicoll Ave At Warden Ave","43.8065","-79.32066","42"
"8892","Kingston Rd At Blantyre Ave","43.68133","-79.28145","12,302"
"4791","Finch Ave West At Jane St East Side","43.75719","-79.51698","36,336"
"4720","Kingston Rd At Warden Ave","43.68759","-79.27101","12,302"
"4342","Queen St East At Woodbine Ave","43.66864","-79.30594","301,501"
"7779","Opposite 25 Kodiak Cres","43.75407","-79.46622","107"
"1858","Culford Rd At Ridge Point Cres","43.70332","-79.48672","59"
"14828","Fenelon Loop At Graydon Hall Dr","43.76376","-79.3391","25"
"1732","Weston Rd At Burgundy Crt North Side","43.72929","-79.5359","165,84"
"5411","Pharmacy Ave At Teesdale Place","43.69684","-79.28521","67"
"10009","Eglinton Ave West At Northcliffe Blvd","43.69616","-79.44778","332,32"
"3539","6900 Airport Rd - International Centre - North Entrance","43.70196","-79.63977","52"
"4234","Dufferin St At College St North Side","43.65287","-79.43258","929,29,329"
"1405","Avenue Rd At Boswell Ave","43.67262","-79.39561","13"
"3488","Pharmacy Ave At Kellyvale Rd","43.75737","-79.31027","67"
"2259","Islington Ave At Bergamot Ave","43.71675","-79.55574","37,337,937"
"4231","Leslie St At Oriole Go Station South Side","43.76682","-79.36357","51"
"6396","Prince Edward Dr South At Sunnylea Ave West","43.64165","-79.50257","66"
"5090","Midland Ave At Passmore Ave","43.82092","-79.29518","57,343,43"
"8171","Sheppard Ave East At Kennedy Rd","43.78343","-79.28807","385,985,85"
"10035","Mortimer Ave At Greenwood Ave","43.68872","-79.33535","62"
"4647","Wilson Ave At Jane St","43.72107","-79.50839","396,165,996,118,119,96"
"6901","St Dennis Dr At Opposite 195-205-215 Wynford Dr","43.72359","-79.32447","34,100"
"1876","Kennedy Rd At St Clair Ave East North Side","43.71685","-79.26126","113"
"5769","McRae Dr At Laird Dr West Side","43.71002","-79.36389","88"
"580","Morningside Ave At John Stoner Dr South Side","43.81304","-79.20602","131"
"3408","Markham Rd At Ellesmere Rd","43.77666","-79.23202","102,902"
"3894","Christie St At St Clair Ave West South Side","43.68129","-79.42566","126"
"9403","Caledonia Rd At Castlefield Ave","43.69831","-79.46333","47"
"2573","Danforth Rd At Trudelle St","43.73952","-79.24541","16,302"
"10056","Senlac Rd At York Cemetery","43.76448","-79.42481","98"
"840","Steeles Ave West At Islington Ave Loop","43.76415","-79.57634","960,337,60"
"3465","Scarlett Rd At Edinborough Crt North Side","43.6726","-79.50396","79"
"665","Jane St At Hullmar Dr","43.77336","-79.52158","35,335"
"1776","Mt Pleasant Rd At Erskine Ave","43.71269","-79.39187","74"
"7865","Clonmore Dr At Cornell Ave","43.69178","-79.27517","135"
"3626","Sheppard Ave East At Amethyst Rd","43.78068","-79.30024","385,85"
"7936","Steeles Ave West At Emerald Lane","43.79357","-79.44081","353,60"
"2597","St Clair Ave East At Gidley Rd","43.71942","-79.24767","102,9"
"664","Jane St At Hullmar Dr","43.7728","-79.52114","35,335"
"6530","Burnhamthorpe Rd At Saturn Rd","43.64243","-79.576","50"
"10470","St Clair Ave West At Avenue Rd East Side","43.6866","-79.40082","312,512"
"4549","St Clair Ave West At Spadina Rd","43.68475","-79.41104","312,512"
"8470","Dupont St At Perth Ave","43.66531","-79.45294","26"
"3715","O'Connor Dr At Warland Ave","43.69412","-79.34602","8"
"9715","Mortimer Ave At Carlaw Ave East Side","43.6853","-79.34947","322,62"
"2623","Victoria Park Ave At Wakehood St South Side","43.69003","-79.28799","12,324"
"10025","Islington Ave At Cordova Ave North Side","43.64877","-79.5251","37,337"
"7895","Pape Ave At Harcourt Ave","43.67762","-79.34444","325,304,72"
"15342","Queens Quay East At Dockside Dr","43.64497","-79.36567","72"
"3446","Dundas St East At Munro St","43.66216","-79.35283","505"
"1870","Opposite 689 Warden Ave","43.7074","-79.2792","68,135,69,16"
"6853","400 Danforth Rd (Birchmount Garage)","43.70534","-79.26929","113,300"
"6522","Jane St At St John'S Rd","43.66188","-79.48951","55,35,335"
"9699","Symington Ave At Dupont St","43.66559","-79.45107","168"
"6802","Hinton Rd At Elmhurst Dr","43.72739","-79.56642","396,96"
"14197","Eglinton West Station","43.69945","-79.43649","363,63"
"14934","Mimico Ave At Royal York Rd","43.6124","-79.49621","176"
"2687","Lake Shore Blvd West At Thirty Ninth St West Side","43.59282","-79.54122","110"
"5611","Dufferin St At Melbourne Ave","43.64064","-79.4281","29,329"
"5646","12 Thorncliffe Park Dr","43.70458","-79.3489","88,325"
"7935","Gerrard St East At Leslie St","43.66988","-79.33293","306,505,506"
"2826","Scarlett Rd At Crane Ave","43.69422","-79.51908","79"
"10286","Mortimer Ave At Pape Ave","43.68566","-79.34763","322,62"
"8707","Lansdowne Ave At Whytock Ave","43.65392","-79.44123","47"
"10191","Dufferin St At Shanly St","43.66286","-79.43655","29,329"
"4188","Parkview Hill Cres At Hackberry St","43.70552","-79.32554","93"
"478","Queens Quay Loop At Lower Spadina Ave","43.63842","-79.39184","510"
"1978","Islington Ave At Orrell Ave","43.65689","-79.52888","37,337"
"24368","Don Mills Rd At Helen Lu Rd","43.77259","-79.34648","25,325"
"6384","Royalcrest Rd At Highway 27","43.75004","-79.60937","927"
"5591","Flemington Rd At Stockton Rd North Side","43.72116","-79.44912","109"
"932","Vanderhoof Ave At Thomas Elgie Dr","43.71338","-79.35629","88"
"4511","Church St At George St","43.70421","-79.52325","59"
"7584","Albion Rd At Westmore Dr East Side","43.74345","-79.6034","73"
