,dirTag,routeTag,name,stops,shape
0,10_1_10,10,West - 10 Van Horne towards Don Mills Station,4095|1836|4434|10214|4639|8588|6612|1329|6878|3480|14155,43.787487|-79.334773/43.788019|-79.335012/43.787724|-79.336373/43.78741|-79.337773/43.787205|-79.338729/43.786892|-79.340115/43.786838|-79.34031/43.786779|-79.340508/43.786722|-79.340675/43.786697|-79.340767/43.786678|-79.340867/43.786578|-79.341552/43.786531|-79.341879/43.786367|-79.343176/43.786333|-79.343461/43.786317|-79.343654/43.786317|-79.343824/43.786311|-79.343938/43.78632|-79.344061/43.786323|-79.344191/43.786334|-79.344295/43.786346|-79.344425/43.786376|-79.34457/43.786397|-79.344703/43.786428|-79.344803/43.786463|-79.34492/43.786508|-79.345069/43.786553|-79.345182/43.786611|-79.345342/43.787011|-79.346188/43.787435|-79.347085/43.787514|-79.347225/43.787576|-79.347367/43.78764|-79.347518/43.787693|-79.347659/43.787761|-79.347846/43.787792|-79.347955/43.787843|-79.348116/43.787869|-79.348198/43.787894|-79.348306/43.787923|-79.348406/43.787945|-79.348583/43.787957|-79.348679/43.787976|-79.348816/43.78799|-79.34899/43.787997|-79.349152/43.788007|-79.349344/43.78801|-79.349515/43.788009|-79.349687/43.788007|-79.349801/43.787996|-79.349907/43.787975|-79.350057/43.787963|-79.350164/43.787942|-79.350296/43.787916|-79.350423/43.787863|-79.350665/43.787642|-79.351645/43.787338|-79.353018/43.78726|-79.353025/43.787137|-79.353006/43.787034|-79.353015/43.786898|-79.353006/43.786754|-79.353005/43.786623|-79.353013/43.786483|-79.353032/43.786362|-79.353081/43.786269|-79.353126/43.786082|-79.353204/43.785953|-79.353272/43.78584|-79.353319/43.785607|-79.353431/43.78551|-79.353472/43.785394|-79.353503/43.785259|-79.353517/43.785111|-79.353501/43.78498|-79.353477/43.784844|-79.353429/43.784691|-79.353364/43.784518|-79.353268/43.783888|-79.352872/43.783671|-79.352741/43.783563|-79.352677/43.783456|-79.352614/43.783359|-79.352561/43.783219|-79.352509/43.783086|-79.352442/43.782935|-79.352401/43.782628|-79.35233/43.781974|-79.352163/43.78167|-79.352091/43.781479|-79.352035/43.781336|-79.351979/43.781185|-79.351899/43.781059|-79.351806/43.780937|-79.351703/43.780808|-79.35156/43.780733|-79.351471/43.780658|-79.351354/43.780597|-79.35125/43.780525|-79.351131/43.780469|-79.351007/43.780415|-79.350865/43.780365|-79.350722/43.780299|-79.350542/43.780222|-79.350319/43.780021|-79.349752/43.779989|-79.349673/43.779954|-79.349599/43.77989|-79.349489/43.779837|-79.349396/43.779768|-79.349291/43.779702|-79.349221/43.779603|-79.349116/43.779524|-79.34905/43.779418|-79.348957/43.779317|-79.348875/43.77924|-79.348815/43.779163|-79.348773/43.779078|-79.348725/43.778378|-79.348406/43.777121|-79.347885/43.77651|-79.347626/43.776567|-79.347383/43.776592|-79.347154/43.776575|-79.347015/43.776534|-79.346919/43.776471|-79.346867/43.7764|-79.346842/43.776221|-79.346795/43.77622|-79.346754/43.776208|-79.346706/43.776178|-79.346619/43.776017|-79.346373/43.775977|-79.346256/43.775959|-79.346148/43.775969|-79.346054/43.77606|-79.345299/43.776057|-79.345177/43.776014|-79.345086/43.77596|-79.345052/43.775921|-79.34504/43.77586|-79.345058/43.775831|-79.345101/43.775608|-79.346046/43.775536|-79.346361/43.775521|-79.346449/43.775518|-79.346575/43.775544|-79.346697/43.775562|-79.346764/43.775585|-79.346802/43.775633|-79.346844/43.775924|-79.346974/43.776032|-79.34699
1,10_0_10,10,East - 10 Van Horne towards Victoria Park,14155|3807|6904|1163|7723|2498|805|1047|8848|4206|3981|9392|7147|2671|2670|6222|6986|2160|4095,43.775608|-79.346046/43.775536|-79.346361/43.775521|-79.346449/43.775518|-79.346575/43.775544|-79.346697/43.775562|-79.346764/43.775585|-79.346802/43.775633|-79.346844/43.775924|-79.346974/43.776032|-79.34699/43.776118|-79.346959/43.77616|-79.346917/43.776195|-79.346861/43.776214|-79.346825/43.776221|-79.346795/43.7764|-79.346842/43.776471|-79.346867/43.776534|-79.346919/43.776575|-79.347015/43.776592|-79.347154/43.776567|-79.347383/43.77651|-79.347626/43.777121|-79.347885/43.778378|-79.348406/43.779078|-79.348725/43.779191|-79.348746/43.779323|-79.348751/43.779479|-79.348767/43.779651|-79.348796/43.779765|-79.348816/43.779873|-79.348822/43.779987|-79.348792/43.780104|-79.348769/43.780184|-79.348735/43.780257|-79.348706/43.780707|-79.348469/43.780917|-79.348381/43.781048|-79.348316/43.781189|-79.348281/43.781314|-79.348266/43.781423|-79.348255/43.781529|-79.348262/43.781635|-79.348277/43.781718|-79.348307/43.781795|-79.348337/43.781886|-79.348379/43.781987|-79.348427/43.782072|-79.348487/43.782152|-79.348544/43.78227|-79.348646/43.782484|-79.348853/43.78276|-79.349113/43.783355|-79.349656/43.783558|-79.349839/43.78376|-79.349997/43.783936|-79.350101/43.784105|-79.350195/43.784316|-79.350288/43.784489|-79.350353/43.784747|-79.350449/43.78518|-79.350632/43.785408|-79.350721/43.785584|-79.350823/43.785752|-79.350938/43.785881|-79.351085/43.786038|-79.351296/43.786162|-79.351479/43.786261|-79.351697/43.786375|-79.351893/43.786479|-79.352089/43.786542|-79.352195/43.786617|-79.352313/43.786702|-79.352435/43.78678|-79.352524/43.786867|-79.352623/43.786969|-79.352711/43.78706|-79.352803/43.787154|-79.352878/43.787255|-79.352947/43.787338|-79.353018/43.787642|-79.351645/43.787863|-79.350665/43.787916|-79.350423/43.787942|-79.350296/43.787963|-79.350164/43.787975|-79.350057/43.787996|-79.349907/43.788007|-79.349801/43.788009|-79.349687/43.78801|-79.349515/43.788007|-79.349344/43.787997|-79.349152/43.78799|-79.34899/43.787976|-79.348816/43.787957|-79.348679/43.787945|-79.348583/43.787923|-79.348406/43.787894|-79.348306/43.787869|-79.348198/43.787843|-79.348116/43.787792|-79.347955/43.787761|-79.347846/43.787693|-79.347659/43.78764|-79.347518/43.787576|-79.347367/43.787514|-79.347225/43.787435|-79.347085/43.787011|-79.346188/43.786611|-79.345342/43.786553|-79.345182/43.786508|-79.345069/43.786463|-79.34492/43.786428|-79.344803/43.786397|-79.344703/43.786376|-79.34457/43.786346|-79.344425/43.786334|-79.344295/43.786323|-79.344191/43.78632|-79.344061/43.786311|-79.343938/43.786317|-79.343824/43.786317|-79.343654/43.786333|-79.343461/43.786367|-79.343176/43.786531|-79.341879/43.786578|-79.341552/43.786678|-79.340867/43.786697|-79.340767/43.786722|-79.340675/43.786779|-79.340508/43.786838|-79.34031/43.786892|-79.340115/43.787205|-79.338729/43.78741|-79.337773/43.787724|-79.336373/43.788019|-79.335012/43.788242|-79.334067/43.788555|-79.332643/43.788797|-79.331575/43.789038|-79.330471/43.789244|-79.329574/43.787992|-79.328993/43.785857|-79.327985/43.785722|-79.327921/43.785436|-79.329186/43.785015|-79.331019/43.784506|-79.333367/43.785316|-79.333747/43.786055|-79.334099/43.786623|-79.334366/43.787487|-79.334773/43.788019|-79.335012
2,100_1_100A,100,North - 100a Flemingdon Park towards Don Mills & Wynford,14158|6070|9364|2329|5662|5486|24186|7240|8446|613|1197|578|2900|5132|4580|611|937|4497|1295|8113|7175|1988|4850|8945|6785|6901|7206|9671|6260|10011|7662|5540|9052|5598|2563|8368|9604|271|7497,43.677307|-79.357824/43.677148|-79.357819/43.677065|-79.357871/43.67699|-79.358032/43.67681|-79.358284/43.676715|-79.358347/43.676649|-79.35845/43.676617|-79.358524/43.676647|-79.35874/43.676772|-79.358829/43.677256|-79.358705/43.677514|-79.358638/43.678409|-79.35841/43.681001|-79.357717/43.681274|-79.357676/43.681696|-79.357562/43.681934|-79.357504/43.682439|-79.357369/43.682919|-79.357207/43.683925|-79.356936/43.685203|-79.356563/43.685972|-79.356284/43.687078|-79.355835/43.687853|-79.355519/43.68854|-79.355253/43.689316|-79.354977/43.689408|-79.354918/43.689465|-79.354901/43.689547|-79.354884/43.689632|-79.354904/43.690274|-79.355163/43.690518|-79.355265/43.691152|-79.355518/43.691944|-79.355866/43.692006|-79.355869/43.692027|-79.355868/43.692055|-79.355855/43.692079|-79.355845/43.692099|-79.355824/43.692118|-79.355807/43.692139|-79.355762/43.692158|-79.35574/43.692189|-79.355643/43.692326|-79.354974/43.692674|-79.353213/43.692859|-79.352229/43.692962|-79.351685/43.69305|-79.35124/43.693235|-79.350278/43.693374|-79.350351/43.693616|-79.350444/43.695098|-79.351015/43.695112|-79.351021/43.695165|-79.351028/43.695269|-79.351043/43.695373|-79.351037/43.695445|-79.350996/43.695525|-79.350925/43.69604|-79.350311/43.696692|-79.349521/43.696764|-79.349441/43.696832|-79.349373/43.696901|-79.349316/43.69697|-79.349285/43.697045|-79.349264/43.697197|-79.349254/43.697834|-79.349619/43.698045|-79.349737/43.699401|-79.350551/43.699986|-79.350904/43.700879|-79.351417/43.700963|-79.351471/43.701025|-79.35152/43.701099|-79.351584/43.701177|-79.351661/43.701245|-79.351732/43.701322|-79.351819/43.701418|-79.351937/43.7015|-79.352051/43.701577|-79.352167/43.701618|-79.352243/43.70169|-79.352357/43.701742|-79.352474/43.701797|-79.352596/43.701853|-79.3527/43.70188|-79.352766/43.701911|-79.35283/43.702016|-79.352756/43.702164|-79.352644/43.702324|-79.352523/43.702518|-79.352356/43.702741|-79.352141/43.702968|-79.351952/43.703274|-79.351655/43.704166|-79.350729/43.70422|-79.350673/43.704299|-79.350592/43.705|-79.349865/43.705547|-79.349296/43.705641|-79.349197/43.705713|-79.349121/43.70579|-79.349034/43.705861|-79.348946/43.705983|-79.348783/43.706064|-79.348676/43.706135|-79.348562/43.706221|-79.34841/43.706279|-79.348276/43.706346|-79.348138/43.706427|-79.347945/43.70649|-79.347762/43.706548|-79.347591/43.706597|-79.347421/43.706629|-79.347276/43.706656|-79.347197/43.707466|-79.343613/43.708011|-79.341374/43.708095|-79.341017/43.708308|-79.340071/43.708694|-79.33859/43.708874|-79.337898/43.708916|-79.337721/43.709206|-79.336611/43.709286|-79.336303/43.70934|-79.336119/43.709384|-79.335968/43.709408|-79.335907/43.709426|-79.335867/43.709467|-79.335789/43.709516|-79.335689/43.709571|-79.335582/43.70962|-79.33548/43.709666|-79.335387/43.709721|-79.335295/43.70977|-79.335198/43.70982|-79.335081/43.709878|-79.334908/43.709909|-79.334805/43.709937|-79.334711/43.709963|-79.33458/43.709981|-79.334465/43.70999|-79.334382/43.710453|-79.33244/43.710661|-79.331485/43.710699|-79.331348/43.710746|-79.331223/43.710814|-79.331048/43.710842|-79.330994/43.710898|-79.330863/43.710942|-79.330774/43.711012|-79.330668/43.711082|-79.330577/43.711151|-79.330503/43.711242|-79.330445/43.711299|-79.330397/43.71136|-79.330356/43.711397|-79.330332/43.711434|-79.330314/43.711498|-79.33029/43.711517|-79.330274/43.711637|-79.330225/43.711723|-79.330223/43.711801|-79.330229/43.711874|-79.330232/43.711948|-79.330248/43.712015|-79.330263/43.712246|-79.329283/43.712614|-79.327768/43.712659|-79.327584/43.712736|-79.327367/43.712794|-79.327209/43.712859|-79.327095/43.712917|-79.327017/43.712963|-79.326969/43.713006|-79.326927/43.713043|-79.326893/43.713084|-79.326873/43.713137|-79.326856/43.713212|-79.326854/43.713286|-79.326862/43.713388|-79.326871/43.713485|-79.326886/43.713595|-79.326931/43.713691|-79.326984/43.714156|-79.327255/43.714705|-79.327576/43.715607|-79.328117/43.715404|-79.328935/43.715373|-79.329042/43.715341|-79.329172/43.715325|-79.329286/43.715309|-79.329398/43.715301|-79.329481/43.715296|-79.329528/43.715293|-79.329583/43.715305|-79.329642/43.716568|-79.330366/43.718354|-79.331394/43.719024|-79.328518/43.719087|-79.328272/43.719136|-79.328118/43.719221|-79.327958/43.719298|-79.327858/43.719334|-79.327802/43.719369|-79.327766/43.719433|-79.327789/43.719473|-79.327797/43.71955|-79.32782/43.719599|-79.327837/43.719658|-79.327852/43.719739|-79.327884/43.719829|-79.327929/43.719914|-79.327965/43.719964|-79.328004/43.719995|-79.328025/43.720045|-79.328054/43.720077|-79.328067/43.720144|-79.328099/43.720306|-79.32813/43.720402|-79.328133/43.720496|-79.328136/43.720656|-79.328125/43.720806|-79.328087/43.721022|-79.328023/43.721364|-79.327913/43.721562|-79.327836/43.721811|-79.327723/43.722011|-79.327593/43.722166|-79.327467/43.722366|-79.327291/43.722488|-79.327144/43.722559|-79.327028/43.722612|-79.326905/43.722652|-79.326758/43.722682|-79.326625/43.722708|-79.32646/43.722723|-79.326292/43.722737|-79.326019/43.72276|-79.325819/43.722793|-79.325655/43.722828|-79.325473/43.722873|-79.325312/43.722911|-79.325203/43.722975|-79.325036/43.723105|-79.32475/43.723118|-79.32472/43.723127|-79.324705/43.723141|-79.324691/43.723154|-79.324678/43.723168|-79.324665/43.723177|-79.324653/43.72319|-79.324641/43.723204|-79.324631/43.723217|-79.324621/43.723235|-79.324611/43.723249|-79.324602/43.723262|-79.324594/43.723276|-79.324587/43.723294|-79.324581/43.723307|-79.324575/43.723321|-79.32457/43.723339|-79.324566/43.723352|-79.324563/43.72337|-79.32456/43.723384|-79.324559/43.723402|-79.324558/43.723415|-79.324558/43.723433|-79.324558/43.723447|-79.32456/43.72346|-79.324562/43.723478|-79.324565/43.723492|-79.324569/43.72351|-79.324574/43.723523|-79.324579/43.723537|-79.324585/43.723555|-79.324592/43.723568|-79.3246/43.723582|-79.324608/43.723595|-79.324618/43.723609|-79.324627/43.723692|-79.324697/43.724393|-79.325287/43.725213|-79.325968/43.725348|-79.326195/43.725362|-79.326225/43.725403|-79.326299/43.725457|-79.326396/43.72552|-79.326487/43.725574|-79.326576/43.725642|-79.326686/43.725696|-79.326779/43.7257|-79.326785/43.725759|-79.326883/43.725809|-79.32696/43.725872|-79.327041/43.725926|-79.327116/43.726003|-79.327201/43.726079|-79.327277/43.726156|-79.327338/43.726232|-79.327384/43.726304|-79.327427/43.726363|-79.32746/43.726417|-79.32749/43.726467|-79.327509/43.726525|-79.327532/43.726579|-79.327541/43.726593|-79.327544/43.726638|-79.327552/43.726683|-79.327569/43.726714|-79.327582/43.726755|-79.327595/43.726804|-79.327602/43.726858|-79.327602/43.726899|-79.3276/43.726948|-79.327601/43.726993|-79.327608/43.727043|-79.327621/43.727114|-79.327657/43.727173|-79.327692/43.72723|-79.327722/43.727279|-79.327748/43.72734|-79.327781/43.727451|-79.327839/43.72765|-79.327942/43.727758|-79.32802/43.727843|-79.32809/43.727921|-79.328169/43.727984|-79.328224/43.728074|-79.328275/43.728146|-79.328302/43.728223|-79.328316/43.7283|-79.328317/43.728354|-79.32831/43.728491|-79.32832/43.729348|-79.328387/43.729901|-79.328427/43.730034|-79.328341/43.730116|-79.328277/43.730173|-79.328259/43.730243|-79.328288/43.730277|-79.32836/43.730282|-79.328459/43.73025|-79.328541/43.730198|-79.328578/43.730131|-79.328576/43.730037|-79.328509/43.729901|-79.328427/43.729348|-79.328387/43.728491|-79.32832/43.728354|-79.32831/43.7283|-79.328317/43.728223|-79.328316/43.728146|-79.328302/43.728074|-79.328275/43.727984|-79.328224/43.727921|-79.328169/43.727843|-79.32809/43.727758|-79.32802/43.72765|-79.327942/43.727451|-79.327839/43.72734|-79.327781/43.727309|-79.327908/43.726947|-79.329613/43.726893|-79.329862/43.726883|-79.32991/43.726795|-79.330314/43.726737|-79.330594/43.726661|-79.330877/43.726646|-79.330939/43.726612|-79.331115/43.726547|-79.331377/43.726474|-79.331708/43.726441|-79.331869/43.726407|-79.332019/43.72637|-79.332162/43.726283|-79.332405/43.726187|-79.332608/43.726118|-79.332737/43.726056|-79.332842/43.72601|-79.332923/43.725955|-79.33301/43.725903|-79.333081/43.725825|-79.33318/43.725749|-79.333266/43.725659|-79.33337/43.725626|-79.333418/43.725448|-79.333568/43.72523|-79.333739/43.724967|-79.333957/43.724837|-79.334066/43.724718|-79.334158/43.724578|-79.334263/43.724462|-79.334354/43.724329|-79.334475/43.724221|-79.334584/43.724112|-79.334712/43.724013|-79.334862/43.723941|-79.334961/43.723872|-79.33508/43.723806|-79.335202/43.72374|-79.335355/43.723684|-79.335512/43.723647|-79.335642/43.723611|-79.335773/43.723578|-79.335904/43.723541|-79.336087/43.72351|-79.336306/43.723479|-79.336478/43.723024|-79.336391/43.722906|-79.336366/43.722772|-79.336354/43.722652|-79.336352/43.722553|-79.33637/43.722246|-79.336522/43.722028|-79.33659/43.721773|-79.336752/43.721757|-79.33676/43.721741|-79.336767/43.721726|-79.336774/43.721709|-79.33678/43.721693|-79.336785/43.721677|-79.336789/43.721661|-79.336792/43.721644|-79.336794/43.721627|-79.336796/43.721611|-79.336797/43.721594|-79.336797/43.721578|-79.336796/43.721561|-79.336795/43.721545|-79.336792/43.721528|-79.336789/43.721512|-79.336785/43.721495|-79.33678/43.721479|-79.336775/43.721463|-79.336768/43.721448|-79.336761/43.721432|-79.336753/43.721417|-79.336744/43.721171|-79.336657/43.720494|-79.338862/43.721368|-79.339146/43.722233|-79.339383/43.722787|-79.339534/43.723018|-79.339601/43.723117|-79.338862/43.723359|-79.337254
3,100_0_100A,100,South - 100a Flemingdon Park towards Broadview Station,7497|4391|9733|3274|3461|7740|6260|10011|7662|5540|2734|8022|6857|824|9988|6567|2655|4809|5965|1929|6083|6818|3115|7561|8512|8816|1009|4727|3938|4574|9979|4058|3105|6112|5583|10380|7151|5650|6540|5251|14158,43.723018|-79.339601/43.723117|-79.338862/43.723359|-79.337254/43.723423|-79.336812/43.723459|-79.336565/43.723479|-79.336478/43.72351|-79.336306/43.723541|-79.336087/43.723578|-79.335904/43.723611|-79.335773/43.723647|-79.335642/43.723684|-79.335512/43.72374|-79.335355/43.723806|-79.335202/43.723872|-79.33508/43.723941|-79.334961/43.724013|-79.334862/43.724112|-79.334712/43.724221|-79.334584/43.724329|-79.334475/43.724462|-79.334354/43.724578|-79.334263/43.724718|-79.334158/43.724837|-79.334066/43.724967|-79.333957/43.72523|-79.333739/43.725448|-79.333568/43.725626|-79.333418/43.725659|-79.33337/43.725749|-79.333266/43.725825|-79.33318/43.725903|-79.333081/43.725955|-79.33301/43.72601|-79.332923/43.726056|-79.332842/43.726118|-79.332737/43.726187|-79.332608/43.726283|-79.332405/43.72637|-79.332162/43.726407|-79.332019/43.726441|-79.331869/43.726474|-79.331708/43.726547|-79.331377/43.726612|-79.331115/43.726646|-79.330939/43.726661|-79.330877/43.726737|-79.330594/43.726795|-79.330314/43.726883|-79.32991/43.726893|-79.329862/43.726947|-79.329613/43.727309|-79.327908/43.72734|-79.327781/43.727451|-79.327839/43.72765|-79.327942/43.727758|-79.32802/43.727843|-79.32809/43.727921|-79.328169/43.727984|-79.328224/43.728074|-79.328275/43.728146|-79.328302/43.728223|-79.328316/43.7283|-79.328317/43.728354|-79.32831/43.728491|-79.32832/43.729348|-79.328387/43.729901|-79.328427/43.730034|-79.328341/43.730116|-79.328277/43.730173|-79.328259/43.730243|-79.328288/43.730277|-79.32836/43.730282|-79.328459/43.73025|-79.328541/43.730198|-79.328578/43.730131|-79.328576/43.730037|-79.328509/43.729901|-79.328427/43.729348|-79.328387/43.728491|-79.32832/43.728354|-79.32831/43.7283|-79.328317/43.728223|-79.328316/43.728146|-79.328302/43.728074|-79.328275/43.727984|-79.328224/43.727921|-79.328169/43.727843|-79.32809/43.727758|-79.32802/43.72765|-79.327942/43.727451|-79.327839/43.72734|-79.327781/43.727279|-79.327748/43.72723|-79.327722/43.727173|-79.327692/43.727114|-79.327657/43.727043|-79.327621/43.726993|-79.327608/43.726948|-79.327601/43.726899|-79.3276/43.726858|-79.327602/43.726804|-79.327602/43.726755|-79.327595/43.726714|-79.327582/43.726683|-79.327569/43.726638|-79.327552/43.726593|-79.327544/43.726579|-79.327541/43.726525|-79.327532/43.726467|-79.327509/43.726417|-79.32749/43.726363|-79.32746/43.726304|-79.327427/43.726232|-79.327384/43.726156|-79.327338/43.726079|-79.327277/43.726003|-79.327201/43.725926|-79.327116/43.725872|-79.327041/43.725809|-79.32696/43.725759|-79.326883/43.7257|-79.326785/43.725696|-79.326779/43.725642|-79.326686/43.725574|-79.326576/43.72552|-79.326487/43.725457|-79.326396/43.725403|-79.326299/43.725362|-79.326225/43.725348|-79.326195/43.725213|-79.325968/43.724393|-79.325287/43.723692|-79.324697/43.723609|-79.324627/43.723595|-79.324618/43.723582|-79.324608/43.723568|-79.3246/43.723555|-79.324592/43.723537|-79.324585/43.723523|-79.324579/43.72351|-79.324574/43.723492|-79.324569/43.723478|-79.324565/43.72346|-79.324562/43.723447|-79.32456/43.723433|-79.324558/43.723415|-79.324558/43.723402|-79.324558/43.723384|-79.324559/43.72337|-79.32456/43.723352|-79.324563/43.723339|-79.324566/43.723321|-79.32457/43.723307|-79.324575/43.723294|-79.324581/43.723276|-79.324587/43.723262|-79.324594/43.723249|-79.324602/43.723235|-79.324611/43.723217|-79.324621/43.723204|-79.324631/43.72319|-79.324641/43.723177|-79.324653/43.723168|-79.324665/43.723154|-79.324678/43.723141|-79.324691/43.723127|-79.324705/43.723114|-79.324727/43.723105|-79.32475/43.722975|-79.325036/43.722911|-79.325203/43.722873|-79.325312/43.722828|-79.325473/43.722793|-79.325655/43.72276|-79.325819/43.722737|-79.326019/43.722723|-79.326292/43.722708|-79.32646/43.722682|-79.326625/43.722652|-79.326758/43.722612|-79.326905/43.722559|-79.327028/43.722488|-79.327144/43.722366|-79.327291/43.722166|-79.327467/43.722011|-79.327593/43.721811|-79.327723/43.721562|-79.327836/43.721364|-79.327913/43.721022|-79.328023/43.720806|-79.328087/43.720656|-79.328125/43.720496|-79.328136/43.720402|-79.328133/43.720306|-79.32813/43.720144|-79.328099/43.720077|-79.328067/43.720045|-79.328054/43.719995|-79.328025/43.719964|-79.328004/43.719914|-79.327965/43.719829|-79.327929/43.719739|-79.327884/43.719658|-79.327852/43.719599|-79.327837/43.71955|-79.32782/43.719473|-79.327797/43.719433|-79.327789/43.719369|-79.327766/43.719334|-79.327802/43.719298|-79.327858/43.719221|-79.327958/43.719136|-79.328118/43.719087|-79.328272/43.719024|-79.328518/43.718354|-79.331394/43.716568|-79.330366/43.715305|-79.329642/43.715293|-79.329583/43.715296|-79.329528/43.715301|-79.329481/43.715309|-79.329398/43.715325|-79.329286/43.715341|-79.329172/43.715373|-79.329042/43.715404|-79.328935/43.715607|-79.328117/43.714705|-79.327576/43.714156|-79.327255/43.713691|-79.326984/43.713595|-79.326931/43.713485|-79.326886/43.713388|-79.326871/43.713286|-79.326862/43.713212|-79.326854/43.713137|-79.326856/43.713084|-79.326873/43.713043|-79.326893/43.713006|-79.326927/43.712963|-79.326969/43.712917|-79.327017/43.712859|-79.327095/43.712794|-79.327209/43.712736|-79.327367/43.712659|-79.327584/43.712614|-79.327768/43.712246|-79.329283/43.712015|-79.330263/43.711948|-79.330248/43.711874|-79.330232/43.711801|-79.330229/43.711723|-79.330223/43.711637|-79.330225/43.711517|-79.330274/43.711498|-79.33029/43.711434|-79.330314/43.711397|-79.330332/43.71136|-79.330356/43.711299|-79.330397/43.711242|-79.330445/43.711151|-79.330503/43.711082|-79.330577/43.711012|-79.330668/43.710942|-79.330774/43.710898|-79.330863/43.710842|-79.330994/43.710814|-79.331048/43.710745|-79.331225/43.710699|-79.331348/43.710661|-79.331485/43.710453|-79.33244/43.70999|-79.334382/43.709981|-79.334465/43.709963|-79.33458/43.709937|-79.334711/43.709909|-79.334805/43.709878|-79.334908/43.70982|-79.335081/43.70977|-79.335198/43.709721|-79.335295/43.709666|-79.335387/43.70962|-79.33548/43.709571|-79.335582/43.709516|-79.335689/43.709467|-79.335789/43.709426|-79.335867/43.709408|-79.335907/43.709384|-79.335968/43.70934|-79.336119/43.709286|-79.336303/43.709206|-79.336611/43.708916|-79.337721/43.708874|-79.337898/43.708694|-79.33859/43.708308|-79.340071/43.708095|-79.341017/43.708011|-79.341374/43.707466|-79.343613/43.706656|-79.347197/43.706629|-79.347276/43.706597|-79.347421/43.706548|-79.347591/43.70649|-79.347762/43.706427|-79.347945/43.706346|-79.348138/43.706279|-79.348276/43.706221|-79.34841/43.706135|-79.348562/43.706064|-79.348676/43.705983|-79.348783/43.705861|-79.348946/43.70579|-79.349034/43.705713|-79.349121/43.705641|-79.349197/43.705547|-79.349296/43.705|-79.349865/43.704299|-79.350592/43.70422|-79.350673/43.704166|-79.350729/43.703274|-79.351655/43.702968|-79.351952/43.702741|-79.352141/43.702518|-79.352356/43.702324|-79.352523/43.702164|-79.352644/43.702016|-79.352756/43.701911|-79.35283/43.70188|-79.352766/43.701853|-79.3527/43.701797|-79.352596/43.701742|-79.352474/43.70169|-79.352357/43.701618|-79.352243/43.701577|-79.352167/43.7015|-79.352051/43.701418|-79.351937/43.701322|-79.351819/43.701245|-79.351732/43.701177|-79.351661/43.701099|-79.351584/43.701025|-79.35152/43.700963|-79.351471/43.700879|-79.351417/43.699986|-79.350904/43.699401|-79.350551/43.698045|-79.349737/43.697834|-79.349619/43.697197|-79.349254/43.697045|-79.349264/43.69697|-79.349285/43.696901|-79.349316/43.696832|-79.349373/43.696764|-79.349441/43.696692|-79.349521/43.69604|-79.350311/43.695525|-79.350925/43.695445|-79.350996/43.695373|-79.351037/43.695269|-79.351043/43.695165|-79.351028/43.695112|-79.351021/43.695098|-79.351015/43.693616|-79.350444/43.693374|-79.350351/43.693235|-79.350278/43.69305|-79.35124/43.692962|-79.351685/43.692859|-79.352229/43.692674|-79.353213/43.692326|-79.354974/43.692189|-79.355643/43.692158|-79.35574/43.692139|-79.355762/43.692118|-79.355807/43.692099|-79.355824/43.692079|-79.355845/43.692055|-79.355855/43.692027|-79.355868/43.692006|-79.355869/43.691944|-79.355866/43.691152|-79.355518/43.690518|-79.355265/43.690274|-79.355163/43.689632|-79.354904/43.689547|-79.354884/43.689465|-79.354901/43.689408|-79.354918/43.689316|-79.354977/43.68854|-79.355253/43.687853|-79.355519/43.687078|-79.355835/43.685972|-79.356284/43.685203|-79.356563/43.683925|-79.356936/43.682919|-79.357207/43.682439|-79.357369/43.681934|-79.357504/43.681696|-79.357562/43.681274|-79.357676/43.681001|-79.357717/43.678409|-79.35841/43.677514|-79.358639/43.677476|-79.358451/43.677444|-79.358159/43.677426|-79.357953/43.677307|-79.357824/43.677148|-79.357819/43.677065|-79.357871/43.67699|-79.358032
