"stopTag","latitude","longitude","routeTags"
"8139","43.74006","-79.5563","118"
"2864","43.67032","-79.48624","79,71"
"6860","43.72446","-79.44284","109"
"5884","43.70796","-79.30087","23,8"
"6040","43.63685","-79.50033","66"
"8031","43.78641","-79.38658","39,339"
"3310","43.65037","-79.43986","47"
"7270","43.81093","-79.27956","21"
"14239_ar","43.63772","-79.53551","49"
"9465","43.75713","-79.48436","107"
"4132","43.75751","-79.55339","36"
"4156","43.63719","-79.557","111"
"8134_IB","43.75882","-79.53765","84"
"2616","43.73781","-79.56818","73"
"7523","43.81813","-79.27221","302,129"
"5227","43.77674","-79.475","107"
"3001","43.6354","-79.53255","44"
"5393","43.76671","-79.19325","354,954,54"
"8770","43.761","-79.30053","68,968"
"15356","43.65086","-79.35682","504"
"23906","43.77605","-79.47759","107"
"1058","43.70505","-79.52125","59"
"9853","43.70843","-79.55172","37,337"
"7017","43.66811","-79.42829","363,63"
"12876_IB","43.82082","-79.2207","133"
"6886","43.78561","-79.39214","11"
"5384","43.79323","-79.2817","57"
"8827","43.6985","-79.40555","14"
"14320_ar","43.73446","-79.45074","128"
"4231","43.76682","-79.36357","51"
"1284","43.69108","-79.37972","88"
"4053","43.82162","-79.31715","17"
"3750","43.78306","-79.48746","353,107,60"
"5825","43.77103","-79.54051","84"
"8393","43.761898","-79.3528","122"
"2627","43.80728","-79.16313","85"
"2674","43.82111","-79.23489","134,339"
"4010","43.6945","-79.27343","20"
"2480","43.69931","-79.43309","332,32"
"5260","43.70248","-79.41884","332,32"
"14207","43.78062","-79.41486","960,60"
"6021","43.64689","-79.43048","29,329"
"7356","43.75387","-79.23404","9"
"7993","43.75965","-79.39644","78"
"1962","43.65135","-79.36813","304,503,504,508"
"2045","43.69381","-79.402","13"
"4204","43.66098","-79.36673","365,65"
"3130","43.72785","-79.56945","396,96"
"2652","43.69215","-79.47421","341,41"
"5340","43.76014","-79.22308","354,954,54"
"1265","43.66819","-79.44121","26"
"14617_ar","43.66593","-79.41103","90"
"2807","43.77284","-79.48009","107"
"5636","43.76135","-79.24725","16,302"
"877","43.64747","-79.37946","501"
"14159","43.67677","-79.35845","87"
"10243","43.64814","-79.55136","50"
"1633","43.70418","-79.55014","37,337,937"
"2894","43.69299","-79.41457","33"
"6565","43.73466","-79.2363","9"
"14616","43.7667","-79.18583","116"
"2129","43.70174","-79.40464","13"
"9621","43.68039","-79.43241","312,512"
"5267","43.73198","-79.39888","74"
"10392","43.77604","-79.40462","98"
"5639","43.65845","-79.44281","47"
"2364","43.65319","-79.52485","40"
"3631","43.67606","-79.40032","26"
"10043","43.67383","-79.49454","35,335"
"4596","43.77549","-79.3474","25,325"
"7604","43.6963","-79.50841","89"
"3127","43.79819","-79.30977","39,339"
"359","43.61079","-79.54901","123,15,315"
"1420","43.65616","-79.55872","48"
"5020","43.66594","-79.36874","365,65"
"3464","43.65561","-79.32871","83"
"6256","43.63793","-79.46568","301,501,508"
"3410","43.70332","-79.36453","88"
"7850","43.6996","-79.54771","37,337"
"662","43.75638","-79.51765","35,335,935"
"6640","43.78002","-79.13665","38"
"885","43.75179","-79.54216","165,989"
"5326","43.73782","-79.52969","99,84"
"312","43.71111","-79.37637","34,56,354,334,51,54"
"1862","43.80529","-79.32612","42"
"9690","43.70736","-79.47121","59"
"7233","43.82513","-79.26411","130"
"6966","43.71513","-79.4493","352,59,52"
"14228_ar","43.7325","-79.26331","113,300,20"
"8378_IB","43.82296","-79.21902","133"
"4485","43.76841","-79.24999","16,302"
"4328","43.70649","-79.32204","93"
"2198","43.69448","-79.55889","45,945"
"4124","43.74256","-79.59715","73"
"3429","43.74623","-79.56792","36,336"
"8965","43.7083","-79.53074","59"
"1385","43.64972","-79.43384","505"
"6895","43.67709","-79.5913","112,332"
"5868","43.67973","-79.43551","312,512"
"2938","43.75384","-79.33323","91"
"15152","43.65899","-79.43925","300"
"2661","43.66119","-79.51739","48,73"
"2695","43.66002","-79.41741","94"
"7666_ar","43.76203","-79.216","54"
"7976","43.77226","-79.45049","36,336,939"
"9320","43.66621","-79.34875","306,505,506"
"733","43.72694","-79.29095","34,334"
"8299","43.74626","-79.24446","16,302"
"459","43.66265","-79.33005","83,31"
"8496","43.67807","-79.5857","112"
"4366","43.67967","-79.33997","83"
"2404","43.80497","-79.35494","25,325"
"4608","43.78935","-79.32338","167"
"6900","43.73794","-79.27019","343,43"
"15683","43.68301","-79.31176","92"
"8418","43.64616","-79.4094","301,501"
"7101","43.62949","-79.4904","66"
"7684","43.78669","-79.18817","95,905,395"
"6459","43.65514","-79.38613","505"
"7678","43.71129","-79.28507","8"
"2350","43.66414","-79.36819","306,506"
"14848","43.66599","-79.31653","31"
"10368","43.86697","-79.28429","129"
"3824","43.81195","-79.25869","130"
"7749","43.67825","-79.46463","341,168,41"
"8524","43.73836","-79.38216","11"
"6345","43.7106","-79.49839","59"
"14046","43.69255","-79.49147","71,171"
"9682","43.75526","-79.34722","25,325,925"
"4780","43.68204","-79.4717","168,161"
"1121","43.75758","-79.23507","9"
"2367","43.79976","-79.20626","132"
"7307","43.76497","-79.37024","115"
"3837","43.72741","-79.54905","118"
"2770","43.77508","-79.26335","43"
"448","43.76388","-79.20577","354,954,54"
"3836","43.66039","-79.34268","301,501,304,503"
"1772","43.76083","-79.31103","67"
"7921","43.68525","-79.28596","12,324"
"1915","43.82701","-79.24711","134"
"8218","43.73881","-79.55253","118"
"497","43.63052","-79.48402","80"
"12861","43.72605","-79.62206","36,336"
"2995","43.79488","-79.2647","169"
"377","43.69524","-79.58952","927"
"7474","43.6764","-79.43463","363,161,63"
"3242","43.80227","-79.22457","134"
"6528","43.64261","-79.427","301,501"
"14180","43.74905","-79.46237","84"
"4828","43.72366","-79.31487","91"
"6312","43.69297","-79.47829","32"
"6097","43.68307","-79.4582","161"
"3950","43.7345","-79.5639","37,337,937"
"323","43.73449","-79.25891","20"
"9114","43.67028","-79.42094","126"
"4945","43.73276","-79.48678","120"
"7297","43.7056","-79.51998","59"
"3154","43.72704","-79.55211","118,73"
"8190","43.80408","-79.39211","353,53"
"9167","43.69738","-79.31049","87"
"8263","43.64339","-79.42253","301,501"
"6243","43.7681","-79.26057","21"
"2659","43.80758","-79.23284","134"
"8990","43.70901","-79.47764","352,952,52"
"6939","43.65457","-79.38337","19"
"10252","43.65535","-79.57288","112"
"6290","43.67711","-79.30384","322,503"
"1374","43.75945","-79.47799","107"
"7791","43.81287","-79.28065","21"
"4106","43.70835","-79.46587","47"
"4299","43.74074","-79.32382","354,91,54"
"14322_ar","43.68646","-79.31223","92"
"8554","43.75613","-79.52409","36,336"
"4529","43.73987","-79.271","343,43"
"10086","43.69323","-79.56261","352,52"
"1278","43.69053","-79.44821","29,329"
"6694","43.66109","-79.35829","505,508"
"4241","43.59835","-79.51714","44,944"
"6417","43.76794","-79.55481","165"
"15051","43.64709","-79.40383","307"
"4225","43.77783","-79.32437","24,169"
"3048","43.62488","-79.52824","44"
"3999","43.75334","-79.27648","343,43"
"5315","43.59547","-79.52991","110"
"3760","43.69251","-79.46357","332,32"
"15253","43.76084","-79.41349","384"
"1771","43.78345","-79.48704","353,107,60"
"3085","43.66368","-79.46129","26"
"14923","43.7844","-79.18566","995,95,905"
"8396","43.7377","-79.56569","37,337,937"
"7816","43.72937","-79.36714","162"
"5129","43.76467","-79.39621","385,85"
"6004","43.77989","-79.217","133,38,995,95,395"
"10074","43.72943","-79.36723","162"
"7275","43.74825","-79.44987","104"
"624","43.75707","-79.51811","99"
"6222","43.7852","-79.3305","169,10"
"2891","43.79917","-79.26071","130"
"7984","43.59805","-79.51718","301,501,508"
"5545","43.68143","-79.42552","126"
"12860_IB","43.81923","-79.22076","133"
"8527","43.7729","-79.4486","36,336"
"23896","43.64446","-79.3995","304,504,508"
"9801","43.68651","-79.30882","300"
"9022","43.61992","-79.50002","76"
"2055","43.76132","-79.54473","165"
"1288","43.65129","-79.39733","310,510"
"3884","43.76249","-79.21571","54"
"4870","43.77668","-79.31757","385,324,985,85"
"9246","43.78831","-79.1809","95,395"
"6344","43.69165","-79.46794","332,32"
"8249","43.65879","-79.37113","75"
"4829","43.71484","-79.44953","352,59,52"
"2895","43.70737","-79.51406","59"
"10448","43.77224","-79.51122","341,353,335,106"
"14254_ar","43.7155","-79.44457","52"
"1976","43.76188","-79.57321","37,937"
"4955","43.66979","-79.3759","75"
"1343","43.75207","-79.38479","11"
"9524","43.77857","-79.30763","68,968"
"2709","43.71686","-79.313156","91"
"5563","43.6204","-79.50336","15,315"
"10115","43.65361","-79.44097","47"
"5934","43.66978","-79.3179","22,322,505"
"7847","43.6035","-79.49324","301,501"
"14235_ar","43.63721","-79.53612","111"
"1183","43.7755","-79.26342","21"
"4779","43.59712","-79.52141","301,501,508"
"4698","43.64019","-79.42773","501,29,329"
"2705","43.77563","-79.23505","133,38,95,395"
"7770","43.74626","-79.35838","51"
"5662","43.68696","-79.35578","322,8,87"
"6567","43.71771","-79.33108","34,100"
"9871","43.74877","-79.2533","21"
"3279","43.69223","-79.50332","89"
"3384","43.65966","-79.34655","301,501,304,503,72"
"5072","43.66993","-79.42888","363,63"
"6961","43.66884","-79.39388","300"
"2567_ar","43.73951","-79.5134","99"
"7320","43.73343","-79.61852","36,336"
"390","43.79206","-79.44547","160"
"15108","43.7348","-79.45107","996"
"553","43.68418","-79.30021","135,506"
"10207","43.68759","-79.42381","90"
"4436","43.79458","-79.3148","68,324"
"9367","43.63757","-79.45931","80"
"7040","43.84034","-79.25167","102"
"4861","43.66978","-79.31117","322,503"
"8462","43.72297","-79.25558","300,16"
"3294","43.6636","-79.46398","26"
"9769","43.73744","-79.41118","97"
"1612","43.80785","-79.26673","39,339,939"
"10412","43.72794","-79.44074","109"
"1028","43.7397","-79.4219","165,396,996,96"
"781","43.66367","-79.46362","26"
"3580","43.64436","-79.56744","50"
"2963","43.72468","-79.24315","12,302"
"1856","43.73996","-79.27129","343,43"
"8208","43.76705","-79.47441","36,336"
"4006","43.81399","-79.33504","167"
"8691","43.67431","-79.4339","127"
"962","43.81849","-79.28319","21"
"2038","43.7361","-79.56069","118"
"8512","43.70746","-79.3442","100,25,81,925"
"308","43.66679","-79.31274","22,322"
"14175_ar","43.74935","-79.4621","984"
"15033_IB","43.65935","-79.36586","508"
"4695","43.66195","-79.53366","48"
"6029","43.78477","-79.48009","353,960,60"
"14049","43.63863","-79.41442","29,329,63"
"9136","43.74345","-79.29383","68"
"14016","43.81909","-79.2145","39"
"2455","43.78841","-79.26503","385,85"
"2968","43.74366","-79.38318","11"
"14959","43.64311","-79.37778","19,72"
"3468","43.71407","-79.41197","61"
"5927","43.66451","-79.40261","310,510"
"9553","43.73865","-79.23864","334,116,86"
"7752","43.78043","-79.2867","343,43"
"6440","43.6984","-79.38664","74"
"3334","43.7407","-79.58102","45,945"
"9695","43.74318","-79.58756","36,336"
"14217","43.64516","-79.52484","337"
"3597","43.77415","-79.24196","133,38,995,95,395"
"14695","43.82257","-79.22963","116"
"4256","43.72579","-79.397","74"
"5067","43.70173","-79.26608","69"
"9876","43.6893","-79.54069","52"
"1222","43.65317","-79.45155","304,504,505"
"4746","43.78524","-79.20626","133,334"
"14330","43.74521","-79.40582","995,996"
"14206_ar","43.78029","-79.41454","36"
"10185","43.69999","-79.4307","332,32"
"8633","43.67605","-79.31709","306,506"
"24365","43.68296","-79.43688","363,161,63"
"2871","43.66936","-79.30592","92"
"9102","43.6928","-79.5449","37,337"
"7764","43.70613","-79.31007","8"
"5758","43.69088","-79.5161","79"
"8252","43.69059","-79.47281","332,32"
"6679","43.70151","-79.29276","24,324"
"7694","43.6967","-79.52976","352,52"
"6782","43.69868","-79.39656","320,97"
"6962","43.76498","-79.39481","385,85"
"9285","43.82366","-79.32536","68"
"14257","43.68916","-79.30148","113,20"
"2361","43.70989","-79.2914","8"
"15415","43.69578","-79.53269","52"
"14818","43.71064","-79.52104","59"
"24201","43.77765","-79.44416","7,307,160"
"9937","43.62085","-79.50136","15,315"
"6970","43.74134","-79.50157","984,84,384"
"15458","43.85632","-79.32498","17"
"7373","43.82406","-79.32576","68"
"7077","43.71389","-79.58083","37"
"1102","43.84868","-79.33217","68"
"5718","43.81786","-79.33277","353,53"
"2098","43.64994","-79.4355","505"
"7179","43.68412","-79.51177","79,73"
"15355_IB","43.65284","-79.35809","504"
"5504","43.79947","-79.35397","25,325,925"
"9417","43.72007","-79.4263","352,52"
"3605","43.7584","-79.43901","7,307,160"
"2050","43.75462","-79.48775","108"
"610","43.70235","-79.35273","88"
"7753","43.77973","-79.41616","36,336,339"
"23852","43.77694","-79.50988","108"
"9359","43.74627","-79.2311","9"
"14700","43.69441","-79.28981","24,324"
"1567","43.66486","-79.54558","45"
"2087","43.70065","-79.42744","332,32"
"1359","43.64133","-79.47446","77"
"14958_ar","43.68007","-79.34497","72"
"4539","43.76351","-79.36209","51"
"1510","43.81864","-79.28304","21"
"10125","43.67942","-79.39837","13"
"7912","43.78211","-79.29288","385,985,85"
"1666","43.70494","-79.2987","23"
"10401","43.68867","-79.35299","322,87"
"14231","43.73227","-79.26401","986,905"
"24485","43.61897","-79.53606","80"
"10072","43.87722","-79.28711","129"
"7755","43.75415","-79.44563","84,384"
"6695","43.64436","-79.56695","112,300"
"3407","43.77342","-79.47688","107"
"997","43.70033","-79.28672","67"
"10226","43.693428","-79.3316","322,87"
"3980","43.78522","-79.39175","39,339,939"
"15262","43.71635","-79.2938","67"
"24436_ar","43.64479","-79.52439","50,937"
"14216","43.654068","-79.46589","189"
"9678","43.61538","-79.52849","15,315"
"7103","43.66521","-79.41108","300"
"14606","43.74177","-79.6258","96"
"5427","43.81809","-79.27174","42"
"3086","43.79786","-79.2043","132"
"5644","43.77939","-79.47541","107"
"24210","43.73081","-79.59954","336,996,96"
"9192","43.70237","-79.29705","23"
"10308","43.69536","-79.57275","46"
"8278","43.80305","-79.3678","42"
"1008","43.86736","-79.33675","68"
"14949","43.63581","-79.47286","80"
"4964","43.6755","-79.38883","320,97"
"891","43.73316","-79.45294","165,396,996,329,96"
"14199_ar","43.6997","-79.43608","109"
"10179","43.73439","-79.35617","162"
"4554","43.61412","-79.55938","123,80"
"7134","43.73686","-79.48436","341,941,128,41"
"24597","43.67221","-79.4714","512"
"3584","43.81813","-79.44654","160"
"4379","43.67308","-79.44111","929,29,329"
"4246","43.75335","-79.52593","84"
"4321","43.63857","-79.44646","301,501,508"
"10083","43.75557","-79.31433","24,324"
"1766","43.67527","-79.33828","83"
"4726","43.61596","-79.55675","123"
"10147","43.75704","-79.29933","68"
"10025","43.64877","-79.5251","37,337"
"9990","43.75835","-79.53873","84"
"7779","43.75407","-79.46622","107"
"13421","43.59819","-79.51693","508"
"6935","43.88191","-79.28825","129"
"4502","43.68154","-79.42584","312,512"
"10109","43.72804","-79.47786","165,396,996,128,118,119,96,120"
"3287","43.68747","-79.28666","12,322,324"
"1780","43.71956","-79.26239","113"
"3062","43.70897","-79.56522","45,945"
"8080","43.77562","-79.44327","7,307,160"
"7325","43.73258","-79.59232","96"
"14261_ar","43.65016","-79.49507","66"
"4825","43.75612","-79.43537","84,384"
"5664","43.68964","-79.43928","90"
"8863","43.7381","-79.57125","73"
"15396","43.65242","-79.57483","48"
"7470","43.8815","-79.26179","102"
"2525","43.69099","-79.50068","35,335,935"
"558","43.83114","-79.25061","102"
"6324","43.6497","-79.41849","505"
"2399","43.66578","-79.51982","48"
"23861","43.76513","-79.4909","36"
"8739","43.70077","-79.50381","79,32"
"6923","43.6794","-79.33162","31"
"5968","43.74086","-79.28229","17"
"5372","43.79729","-79.42005","320,960,953,60,53,97"
"6986","43.78461","-79.33311","169,10"
"6569","43.70028","-79.38748","11,28"
"3181","43.75692","-79.54375","165"
"1085","43.7161","-79.28254","68,968"
"2470","43.708","-79.46564","47"
"526","43.76119","-79.50023","106"
"4673","43.69518","-79.30301","87"
"4615","43.662918","-79.42099","300"
"5582","43.66568","-79.48568","312,40"
"727","43.70827","-79.44683","14"
"996","43.72452","-79.55325","396,96"
"14717","43.83486","-79.23016","353,953,53"
"7836","43.60902","-79.55693","123,15,315"
"7997","43.63683","-79.5564","111"
"24285","43.78575","-79.22913","102,902"
"3891","43.64442","-79.51006","15,315,76"
"3448","43.71877","-79.46373","47"
"4171","43.68401","-79.3925","320,97"
"589","43.71464","-79.6465","52"
"4689","43.66579","-79.38078","94"
"3493","43.73262","-79.34112","162"
"4173","43.64837","-79.58522","48"
"8966","43.80467","-79.32035","68,324"
"5002","43.77354","-79.24584","133,38,95,395"
"9389","43.69491","-79.50678","89"
"6213","43.66008","-79.45364","312,40"
"3207","43.79651","-79.35536","25,325"
"9096","43.70809","-79.53257","59"
"5310","43.719448","-79.4396","109"
"3002","43.76454","-79.16898","86"
"8810","43.70312","-79.36346","88"
"7194","43.79913","-79.41458","353,53"
"4640","43.79257","-79.39306","42"
"6099","43.73528","-79.56154","73"
"3180","43.66223","-79.44417","47"
"6070","43.67921","-79.35811","8,62,87"
"10108","43.76843","-79.15907","86"
"5180","43.66837","-79.45221","168"
"3349","43.68504","-79.31535","300"
"2777","43.73486","-79.51182","35,335,120"
"890","43.71048","-79.36332","88"
"2976","43.66327","-79.36127","306,506"
"3503","43.64214","-79.43852","47"
"5254","43.73926","-79.42152","61"
"3843","43.72382","-79.27548","17"
"7122","43.71102","-79.39104","74"
"1447","43.69629","-79.31754","87"
"2952","43.67434","-79.43088","363,63"
"1626","43.69425","-79.45697","332,32"
"5764","43.76992","-79.2794","43"
"8367","43.67675","-79.48921","71"
"24364","43.68274","-79.43708","363,161,63"
"9620","43.70145","-79.48536","59"
"6131","43.66247","-79.54452","45"
"2538","43.793","-79.23855","102"
"2993","43.7371","-79.61051","96"
"7980","43.75845","-79.24634","16,302"
"4655","43.74593","-79.49238","106"
"7973","43.71584","-79.42883","7,307"
"6787","43.71129","-79.53527","89,73"
"2941","43.77336","-79.33446","24,167"
"8253","43.772","-79.27589","43"
"6775","43.76033","-79.36838","115"
"3558","43.72715","-79.26598","113"
"5343","43.63409","-79.54183","111,112,123"
"9613","43.7671","-79.3026","68"
"3917","43.68726","-79.5063","32"
"5518","43.69722","-79.33238","8"
"6896","43.72317","-79.33983","354,25,325"
"6585","43.78052","-79.24748","134"
"7670","43.83266","-79.31858","17"
"5100","43.66132","-79.34028","325,304,72"
"3872","43.67115","-79.34227","325,304,72"
"10246","43.64355","-79.5587","111,300"
"1842","43.77938","-79.45182","125"
"404","43.64485","-79.52317","300"
"14018","43.82089","-79.2066","39"
"8522","43.69209","-79.47439","341,41"
"7643","43.79028","-79.41095","98"
"1939","43.68241","-79.27909","12,302"
"7885","43.60548","-79.5288","110"
"5730","43.63007","-79.55934","112"
"7502","43.66157","-79.53538","48"
"3624","43.64815","-79.39953","301,501"
"10326","43.65814","-79.38679","13"
"4631","43.68655","-79.51461","73"
"9178","43.69424","-79.31636","91,93"
"1386","43.68418","-79.4212","90"
"9860","43.69784","-79.48373","59"
"7437","43.78437","-79.31528","169"
"3954","43.76875","-79.55472","960,60"
"6071","43.70634","-79.47764","341,41"
"7580","43.71222","-79.57462","37"
"9507","43.70366","-79.46998","59"
"8302","43.78859","-79.18052","95,905,395"
"8602","43.82507","-79.30044","353,57,343,53,43"
"6011","43.80974","-79.25742","130"
"2981","43.64401","-79.43786","47"
"884","43.68665","-79.48913","71"
"426","43.68828","-79.30169","300"
"2706","43.6591","-79.56913","111"
"3137","43.6142","-79.55558","80"
"5864","43.80808","-79.17051","986,86,395"
"9699","43.66559","-79.45107","168"
"1630","43.67657","-79.38946","320,97"
"10020","43.76598","-79.19657","354,954,54"
"5148","43.65428","-79.42255","363,63"
"2791","43.79399","-79.34957","39,339,939"
"463_ar","43.63633","-79.41537","363,511,307"
"3133","43.79788","-79.41984","320,953,53"
"6513","43.6948","-79.27624","113,300,322"
"24108","43.72027","-79.33874","25,325,925"
"8164","43.69843","-79.53997","352,52"
"6636","43.66507","-79.47009","30"
"1563","43.69003","-79.4375","90"
"9193","43.65801","-79.39963","306,506"
"5377","43.82782","-79.24407","134"
"6845","43.66581","-79.45108","26"
"9982","43.80761","-79.29975","343,43"
"24110","43.69139","-79.53613","52"
"1463","43.82885","-79.28708","21"
"2485","43.77209","-79.26209","21"
"3399","43.64657","-79.40672","301,501"
"2626","43.67038","-79.45567","168,127"
"3687","43.8198","-79.32471","68,324,968"
"7827","43.7906","-79.43682","98"
"4127","43.69619","-79.50797","89"
"4635","43.7413","-79.3196","354,91,54"
"9097","43.68318","-79.59403","112,332"
"9179","43.67813","-79.38021","82"
"7174","43.64585","-79.37893","19"
"14613","43.62691","-79.49966","80,76"
"2052","43.67905","-79.34474","300"
"5919","43.66151","-79.38324","320,97"
"5386","43.7815","-79.40693","98"
"1214","43.73472","-79.25837","57,954"
"2017","43.79083","-79.28072","57"
"5579","43.71709","-79.37832","11"
"6836","43.70235","-79.31598","8,91,70,93"
"2011","43.77678","-79.17352","986,86"
"1320","43.71911","-79.42961","7,307"
"15260","43.59247","-79.54186","110,123,315"
"1645","43.71552","-79.26097","113"
"947","43.71312","-79.35816","88"
"8382","43.70681","-79.45543","14"
"4913","43.70066","-79.53067","52"
"1154","43.68716","-79.49014","89,989"
"7881","43.59769","-79.53066","110"
"8809","43.8039","-79.33607","24,39,924"
"24416","43.66084","-79.35811","121"
"4228","43.74811","-79.32621","91"
"7942","43.70415","-79.37445","11"
"1079","43.61235","-79.49688","76"
"1585","43.67684","-79.35519","300"
"3227","43.74134","-79.51384","99,35,335"
"3566","43.76694","-79.50098","341,106,41"
"15228","43.85157","-79.3252","17"
"5671","43.69475","-79.3049","87"
"5769","43.71002","-79.36389","88"
"2528","43.73956","-79.32485","91"
"2449","43.66565","-79.482","312,40,30"
"8784","43.81103","-79.25263","39,339,939"
"2264","43.78132","-79.23551","134"
"3534","43.75105","-79.58597","45,337,945"
"9798","43.6549","-79.41582","306,506"
"1795","43.67393","-79.43456","161"
"4898","43.63622","-79.58031","49"
"15023","43.83352","-79.24683","102,953,53"
"6982","43.72336","-79.46977","47"
"8831","43.71753","-79.42925","7,307"
"5742","43.74835","-79.39749","78"
"6323","43.69204","-79.46517","332,32"
"10189","43.79566","-79.31948","39,339"
"5954","43.75041","-79.32633","91"
"5286","43.76496","-79.28414","95,395"
"6468","43.67904","-79.39029","320,97"
"5507","43.72133","-79.50851","35,335,935"
"5485","43.64609","-79.55972","111"
"2721","43.61149","-79.52236","44"
"10081","43.63723","-79.48877","66"
"3194","43.7207","-79.4226","352,52"
"847","43.63084","-79.48436","66"
"5814","43.82909","-79.25692","42"
"6908","43.79615","-79.21391","132"
"6355","43.75865","-79.36194","115"
"10217","43.61879","-79.48647","301,501,508"
"9775","43.71093","-79.37693","11"
"14129","43.69286","-79.49172","71,171"
"6763","43.78387","-79.39643","39,339"
"7548","43.80495","-79.22685","131"
"9785","43.77313","-79.27269","43"
"7127","43.80844","-79.33813","24,39"
"2621","43.68092","-79.31059","306,506"
"4111","43.69026","-79.39504","320,97"
"8241","43.68585","-79.34756","100,25,325,81"
"24105","43.79252","-79.24475","385,85"
"2339","43.73173","-79.25012","300,16"
"359_IB","43.61079","-79.54901","123,315"
"14842","43.71041","-79.26451","113,300"
"1693","43.81406","-79.23733","134"
"1685","43.63814","-79.47108","77"
"6671","43.60654","-79.52329","110"
"6739","43.7374","-79.52464","119,84"
"4936","43.64165","-79.5658","112"
"15257","43.82367","-79.21903","353"
"2630","43.70247","-79.27719","68,69,135,16"
"8153","43.68381","-79.39224","320,97"
"7273","43.69992","-79.51678","352,79,952,52"
"15193","43.90971","-79.26858","102"
"2905","43.68263","-79.47172","341,941,41"
"4895","43.76009","-79.32179","95,395"
"7617","43.72971","-79.4714","165,396,128,118,119,96,120"
"8257","43.80846","-79.31141","42"
"9511","43.72713","-79.29791","67"
"4360","43.74306","-79.59984","73"
"7283","43.76462","-79.16733","86"
"6198","43.60205","-79.54319","110"
"7118","43.73851","-79.33756","354,54"
"881","43.61175","-79.56233","123,80"
"6772","43.82074","-79.32034","353,17,53"
"2542","43.764698","-79.54575","165"
"4693","43.78744","-79.35325","25,325,925"
"14141","43.66606","-79.41106","7,307"
"2844","43.67207","-79.56219","46"
"7871","43.6696","-79.33565","83"
"3595","43.76216","-79.52624","35"
"3609","43.62332","-79.48189","66"
"4512","43.65721","-79.57757","112"
"6016","43.68437","-79.40066","13"
"7746","43.65527","-79.52272","40"
"5354","43.75082","-79.22232","102,902"
"9202","43.70495","-79.34195","88,325,81"
"14154","43.7759","-79.34695","385,85"
"10347","43.71321","-79.3141","91"
"3582","43.7127","-79.30741","91,70"
"6876_ar","43.81888","-79.2381","339"
"8295","43.66392","-79.46081","26"
"9214","43.78765","-79.44663","7,307,160"
"3659","43.65595","-79.33805","72"
"7442","43.81444","-79.29241","42"
"4129","43.71321","-79.34702","88"
"12920","43.72627","-79.62233","36,336"
"1752","43.7143","-79.2451","12,302"
"15258","43.82573","-79.22037","353"
"6985","43.70142","-79.36559","88"
"3082","43.73476","-79.4698","184"
"6229","43.82097","-79.32509","68,324,17,968"
"5920","43.75232","-79.38515","11"
"1551","43.64181","-79.37719","310,510,509"
"9943","43.81592","-79.20297","131"
"7909","43.77661","-79.51678","35,960,335,60,84"
"8244","43.64864","-79.44987","304,504"
"10186","43.65122","-79.5797","48"
"23854","43.77706","-79.50966","35"
"538","43.75025","-79.4639","106,107,108,84,384"
"15017","43.64309","-79.43754","47"
"4269_ar","43.73631","-79.52957","119"
"4842","43.75614","-79.47108","107"
"8203","43.708538","-79.38999","34,56,354,334,51,54"
"14786","43.78473","-79.28098","385,85"
"9809","43.68546","-79.44624","161"
"4152","43.72251","-79.54728","396,118,73,96"
"9996","43.67807","-79.44294","312,512"
"9360","43.70797","-79.31135","91"
"2933","43.71181","-79.26286","113,300"
"7027","43.79495","-79.32286","39,339"
"14957","43.685318","-79.6073","352,332,300,952,900,52"
"3452","43.80497","-79.34423","39"
"6594","43.65987","-79.40919","511,307"
"8277","43.65896","-79.36836","505"
"2424","43.65386","-79.51429","48,73"
"6100","43.70763","-79.44985","14"
"3461","43.72646","-79.33138","34,100"
"2785","43.73857","-79.2811","17"
"7242","43.69913","-79.27359","113,300"
"5120","43.67608","-79.35896","300"
"14951","43.78096","-79.32318","169"
"5983","43.6888","-79.40247","13"
"797","43.67963","-79.29464","322,503"
"2803","43.88599","-79.26279","102"
"5867_ar","43.78703","-79.47039","329"
"6375","43.6592","-79.52968","37,337"
"8872","43.90003","-79.26577","102"
"5244","43.78054","-79.24142","134"
"8458","43.75703","-79.48163","107"
"14253","43.71555","-79.44433","52"
"2697","43.7401","-79.50096","120"
"2817","43.74707","-79.43628","7,307,160"
"9314","43.69584","-79.5896","112,927"
"8765","43.71342","-79.45841","352,59,52"
"6623","43.69539","-79.32244","87"
"4793","43.73567","-79.5617","73"
"24491","43.77738","-79.14605","354,954,54"
"24465","43.71207","-79.37262","34,56,354,334,51,54"
"5936","43.66396","-79.57765","112"
"10037","43.63285","-79.57297","49"
"14195","43.70557","-79.39946","32"
"4100","43.76781","-79.5582","960,60"
"3807","43.77753","-79.34781","25,169,325,10"
"6626","43.75872","-79.43939","7,307,160"
"5460","43.74192","-79.29348","68"
"9771","43.74839","-79.3068","67"
"5218","43.72109","-79.25705","300,16"
"24249","43.77141","-79.40271","98"
"6882","43.76124","-79.2903","17"
"1577","43.67466","-79.43042","127"
"2766","43.7935","-79.3372","39,339"
"15009","43.90223","-79.29923","129"
"1333","43.7697","-79.21849","54"
"15130","43.67015","-79.29974","301,501"
"1815","43.75802","-79.36436","115"
"9027","43.69101","-79.32416","62"
"6916","43.6806","-79.48223","161"
"7529","43.67005","-79.49844","79,189"
"10250","43.77487","-79.43807","36,336"
