"stopTag","latitude","longitude","routeTags"
"1164","43.73838","-79.43413","7,307,160"
"1459","43.65906","-79.39372","306,506"
"6462_IB","43.76584","-79.5341","84"
"1025","43.70621","-79.45811","14"
"2645","43.74852","-79.39773","78"
"14835","43.68851","-79.44722","29,329"
"1083","43.78348","-79.18179","38"
"2834","43.63936","-79.53474","44"
"7762","43.73228","-79.61721","36,336,96"
"8560","43.64153","-79.41477","304,504,508"
"7457","43.73667","-79.5914","396,46"
"1705","43.8009","-79.15031","85"
"2579","43.73326","-79.28993","68"
"14954","43.79619","-79.39456","11"
"1851","43.66905","-79.4049","127"
"5152","43.75859","-79.39183","78"
"892","43.72693","-79.48102","128,120"
"7354","43.7318","-79.37193","162"
"6057","43.74011","-79.58366","73"
"5809","43.72125","-79.54546","396,996,118,73,96"
"15227","43.84908","-79.32444","17"
"8757","43.66047","-79.51056","40"
"6635","43.87251","-79.28564","129"
"1001","43.64718","-79.51113","15,315,76"
"6268","43.80461","-79.22407","131"
"5197","43.70147","-79.57797","45"
"3330","43.65254","-79.36869","75"
"750","43.7463","-79.59618","396,46,927"
"7808","43.74346","-79.25129","21"
"8242","43.75402","-79.48397","107,108"
"8825","43.76525","-79.24875","16,302"
"10103","43.72381","-79.40861","352,52"
"856","43.81465","-79.23717","353,334"
"7302","43.67402","-79.46913","89"
"462","43.63651","-79.41471","509"
"6184","43.67758","-79.45562","47"
"14267_ar","43.67993","-79.34456","81"
"3187","43.79743","-79.37906","42"
"1187","43.73185","-79.26799","113"
"10119","43.72576","-79.36404","162"
"1602","43.77388","-79.24177","9"
"14571","43.63522","-79.48634","66"
"1226","43.76638","-79.53057","84"
"8424","43.69815","-79.4006","14"
"804","43.8059","-79.29897","343,43"
"15049","43.64203","-79.40198","511"
"1869","43.74128","-79.41481","165,396,96"
"617","43.77401","-79.52663","35"
"8753","43.78347","-79.23197","134,102,913"
"6747","43.73938","-79.3207","91"
"6146","43.60143","-79.50908","110"
"3984","43.77104","-79.33199","24,167"
"2353","43.70055","-79.26219","20"
"14176_ar","43.7492","-79.46205","106"
"2772","43.67822","-79.38013","82"
"2841","43.75838","-79.31951","95,395"
"1123","43.67045","-79.33032","306,505,506"
"6718","43.7701","-79.18712","986,86"
"8398","43.66338","-79.37321","75"
"6246","43.72389","-79.61643","37,336"
"8352","43.6671","-79.3936","13"
"5863","43.70871","-79.29556","8"
"8840","43.71511","-79.26683","102,16,9"
"3651_ar","43.756668","-79.60784","396,46,960,60,927"
"10150","43.6893","-79.3487","100,25,325,81,925"
"8274","43.65582","-79.4113","306,506"
"7409","43.67108","-79.43322","161"
"8212","43.74019","-79.53957","165"
"5211","43.81156","-79.30178","343,43"
"3823","43.75977","-79.58971","960,337,60"
"2980","43.79193","-79.35769","39,339"
"6754","43.79236","-79.1634","986,86"
"24292_IB","43.71586","-79.60594","37"
"5336","43.71544","-79.23791","12"
"14152","43.77571","-79.34596","385,85"
"3641","43.79804","-79.22824","134"
"789","43.72802","-79.31067","91"
"9724","43.75931","-79.59296","960,60"
"641_ar","43.646","-79.37852","121,72"
"696","43.6336","-79.5703","49"
"645","43.78428","-79.16828","38"
"2443","43.76494","-79.36803","115"
"6989","43.81748","-79.45015","160"
"8836","43.75216","-79.33197","91"
"5366","43.78302","-79.39182","11"
"466_ar","43.81961","-79.17988","85"
"2769","43.65429","-79.54065","45,46"
"5921","43.75944","-79.30802","95,395"
"1565","43.68669","-79.34424","62"
"8369","43.70982","-79.29047","8"
"24611","43.6391","-79.5342","45,40"
"4666","43.76693","-79.15841","86"
"8356","43.78995","-79.13541","85"
"5394","43.74897","-79.61588","96"
"3078","43.71933","-79.32756","34"
"4486","43.71106","-79.49636","59"
"4192","43.76209","-79.3376","122"
"3628","43.66945","-79.50111","79,189"
"394","43.7242","-79.37944","11,352,124"
"10374","43.64249","-79.47592","77"
"7317","43.66142","-79.40962","511,307"
"6863","43.70244","-79.59021","112"
"4408","43.79304","-79.44571","160"
"8746","43.66934","-79.30344","301,501"
"13999","43.755928","-79.53783","84"
"12894","43.61267","-79.54061","15,315"
"2998","43.7294","-79.50181","120"
"5568","43.75938","-79.50779","36,336"
"4319","43.80599","-79.33702","24,39"
"587","43.71257","-79.64774","52"
"7314","43.70287","-79.47658","341,41"
"6955","43.6708","-79.32816","306,505,506"
"2323","43.80439","-79.2244","134,131"
"5667","43.61745","-79.48738","176,301,501,508"
"3108","43.63565","-79.53296","44"
"433","43.73191","-79.26767","113"
"3152","43.79366","-79.41881","320,60,53"
"6343","43.62672","-79.51594","110,337"
"24486","43.61884","-79.53573","80"
"2872_ar","43.72883","-79.29905","67"
"5429","43.75276","-79.31333","24,324"
"968","43.73461","-79.35682","162"
"10184","43.80586","-79.27764","21"
"5071","43.79679","-79.3049","17"
"8756","43.69263","-79.41426","33"
"7526","43.72873","-79.57179","396,96"
"1251","43.89217","-79.26428","102"
"991","43.72414","-79.29712","67"
"928","43.66678","-79.49935","79,189"
"5408","43.759098","-79.59712","960,60"
"14723","43.82109","-79.22635","953,53"
"4774","43.71007","-79.25661","20"
"2550","43.67021","-79.48948","79"
"4273","43.74873","-79.19397","116"
"6895_ar","43.67709","-79.5913","112"
"2683","43.68217","-79.46639","161"
"2767","43.89639","-79.26525","102"
"1773","43.67115","-79.38299","300"
"1257","43.77199","-79.36433","51"
"9833","43.67487","-79.37527","75"
"7851","43.7154","-79.56829","45,945"
"3900","43.81919","-79.20528","39,131"
"2600","43.68214","-79.27935","12,302"
"7332","43.80572","-79.33136","167"
"4552","43.6957","-79.28492","67"
"1428","43.71514","-79.55527","37,337,937"
"9841","43.71975","-79.24696","102,9"
"5050","43.59988","-79.5088","301,501,508"
"1875","43.74361","-79.50144","108"
"9097_IB","43.68318","-79.59403","112"
"1485","43.76519","-79.28434","95,395"
"10325","43.63893","-79.44629","304,504"
"4794","43.71836","-79.43313","352,52"
"7344","43.80681","-79.21827","131"
"2033","43.69524","-79.55521","352,52"
"9847","43.72943","-79.28103","34,334"
"7731","43.71065","-79.43573","14"
"5581","43.66161","-79.40954","94"
"23976","43.6962","-79.52113","79"
"14240","43.63785","-79.53534","44,944"
"2373","43.64188","-79.50922","15,315,76"
"1794","43.7097","-79.3991","320,97"
"6733","43.76695","-79.42586","98"
"24466","43.71164","-79.39953","320,97"
"1636","43.83408","-79.26138","353,953,53"
"3446","43.66216","-79.35283","505"
"1637","43.69109","-79.62516","52"
"7918","43.76362","-79.29157","17"
"7895","43.67762","-79.34444","325,304,72"
"760","43.65415","-79.38012","320,97"
"4605","43.70337","-79.47006","59"
"8490","43.68318","-79.56691","46"
"3532","43.6921","-79.5308","73"
"5085_ar","43.81995","-79.201","131"
"8541","43.7875","-79.38041","39,339"
"6358","43.72774","-79.44051","109"
"5872","43.71545","-79.26645","102,16,9"
"7258","43.67324","-79.4145","7,90,307"
"4220","43.72697","-79.50491","120"
"900","43.78411","-79.41682","320,125,60,53,97"
"3113","43.81783","-79.27221","42"
"6958","43.66472","-79.50157","40"
"24057","43.66365","-79.32811","301,501,503,31"
"3328","43.71904","-79.43016","352,952,52"
"14894","43.64236","-79.37321","19,72"
"9611","43.70044","-79.53072","52"
"1004","43.78526","-79.24608","132"
"10377","43.75824","-79.31521","24,324,924"
"14238_ar","43.63758","-79.53568","900"
"2982","43.82806","-79.28752","353,953,53"
"3819","43.65016","-79.49887","66,300"
"2608","43.68754","-79.28693","12,324"
"9932","43.65058","-79.53634","50"
"4113_IB","43.70414","-79.60953","45"
"848","43.63661","-79.40963","363,29,329"
"8778","43.71788","-79.43526","352,52"
"1543","43.68649","-79.34457","62"
"2736","43.68129","-79.47626","89,989"
"1838","43.67827","-79.44096","312,512"
"9111","43.73193","-79.24618","12,302"
"3618","43.66826","-79.43883","929,29,329"
"6665","43.70776","-79.39294","34,56,354,334,51,54"
"4015","43.66371","-79.36764","365,65"
"3007","43.71606","-79.412506","61"
"3438","43.65086","-79.53952","50"
"1937","43.67269","-79.39588","13"
"4339","43.75215","-79.26141","354,54"
"8803","43.7779","-79.39044","11"
"8248","43.66552","-79.55094","46"
"10059","43.75264","-79.51665","99,35,335"
"6535","43.71848","-79.5376","165"
"10195","43.79242","-79.35449","25,325,925"
"9561","43.79661","-79.31551","68,324,968"
"4886","43.70008","-79.40421","13"
"6340","43.60624","-79.54732","123,315"
"4625","43.75378","-79.49936","106"
"8645","43.72375","-79.54876","396,118,73,96"
"10035","43.68872","-79.33535","62"
"15477","43.90115","-79.29255","129"
"8262","43.78519","-79.19311","12,334,116,905"
"24460_ar","43.79773","-79.15","95"
"15468","43.64713","-79.37365","121"
"14321_ar","43.68644","-79.31247","91,93"
"10194","43.74104","-79.3197","354,91,54"
"4765","43.79648","-79.42658","353,60,97"
"3981","43.78733","-79.33795","169,10"
"5536","43.79102","-79.29944","169"
"5881","43.69891","-79.63634","52"
"14324_ar","43.74514","-79.40613","96"
"8960","43.67777","-79.44291","929,29,329"
"1155","43.75864","-79.31016","67"
"371","43.74694","-79.62169","73"
"10128","43.73456","-79.30654","24,324"
"14259","43.68903","-79.30121","23,62"
"7321","43.65068","-79.38693","301,501"
"7490","43.69804","-79.52337","352,52"
"5011","43.74644","-79.61886","73"
"2501_IB","43.65543","-79.36427","508"
"4885","43.74976","-79.4504","104"
"7966","43.6669","-79.37452","75"
"14684","43.78049","-79.41481","320"
"14172","43.68105","-79.33792","83"
"854_ar","43.72178","-79.37685","352,124"
"24353","43.66192","-79.51796","48,73"
"24477","43.68642","-79.49232","332,32"
"296","43.66558","-79.49043","312"
"8409","43.81194","-79.35802","353,53"
"14692","43.72397","-79.52584","119"
"7079","43.76298","-79.34529","122,25"
"15140","43.6799","-79.29395","322,503"
"872","43.77465","-79.32291","167,324"
"7592","43.80865","-79.33851","24"
"992","43.78689","-79.41807","125"
"4374","43.61575","-79.52496","15,315"
"23935","43.72373","-79.52559","119"
"6798","43.75474","-79.48789","108"
"2451","43.69834","-79.51145","89"
"14277_ar","43.77426","-79.25818","16"
"4040","43.69794","-79.59228","45,112,927"
"9805","43.69187","-79.46735","332,32"
"2106","43.6747","-79.39706","19"
"5918","43.73035","-79.60233","336,96,927"
"6121","43.80529","-79.26551","302,129"
"5262","43.65125","-79.52615","37,337"
"10000","43.71565","-79.46747","47"
"6898","43.80751","-79.31633","42"
"14211","43.78127","-79.41513","39"
"4681","43.74153","-79.44786","104"
"10085","43.68369","-79.28516","12,322,324"
"5963","43.70481","-79.56406","45"
"7107","43.76844","-79.26093","21"
"2133","43.75355","-79.26562","57"
"6396","43.64165","-79.50257","66"
"1432","43.79695","-79.223","385,85"
"14359","43.76501","-79.50088","341,41"
"10075","43.73593","-79.44677","104"
"8590","43.78254","-79.4377","125"
"6191","43.73833","-79.33753","354,54"
"8922","43.69112","-79.59765","112"
"2369","43.64912","-79.36714","121"
"1182","43.79986","-79.32891","167"
"8637","43.70757","-79.25776","20"
"23866","43.77214","-79.5114","106"
"9117","43.59629","-79.54288","110,123,315"
"9061","43.71373","-79.39995","320,97"
"2337","43.63581","-79.49523","66"
"5018","43.77961","-79.47571","107"
"4999","43.83292","-79.2676","353,953,53"
"7605","43.72243","-79.43038","7,307"
"6383","43.75347","-79.24457","16,302"
"7387","43.70465","-79.3677","88"
"24349","43.76221","-79.19437","12,334,986,86,905"
"419","43.69606","-79.32891","70"
"4613","43.70342","-79.2702","113,300"
"3561","43.78973","-79.37002","39,339"
"8924","43.68567","-79.34732","100,25,325,81"
"4313","43.70705","-79.3118","91,70"
"1149","43.69832","-79.3962","11,28"
"4589","43.80926","-79.4542","160"
"7877","43.67634","-79.41997","127"
"348","43.78729","-79.18516","905"
"8205","43.70213","-79.40506","13"
"7360","43.76143","-79.30041","995,996,95,395"
"4996","43.72187","-79.57173","45,945"
"6998","43.75069","-79.37475","122,115,95,395"
"14208","43.78079","-79.41493","42"
"7399","43.82384","-79.31785","17"
"24481","43.76622","-79.49436","341,41"
"10472","43.68741","-79.39792","312,512"
"5253","43.73882","-79.28145","17"
"24204","43.79708","-79.28301","169"
"2294","43.75884","-79.28931","17"
"7112","43.76146","-79.52907","84"
"746","43.66278","-79.33257","301,501,503"
"6104","43.81394","-79.45661","160"
"819","43.67161","-79.47124","189,312"
"543","43.609848","-79.55777","123,15,315"
"24186","43.69052","-79.35517","8"
"9750","43.7051","-79.48724","59"
"6037","43.79782","-79.13869","85"
"8171","43.78343","-79.28807","385,985,85"
"24218","43.647068","-79.35366","72"
"4926","43.73046","-79.46802","165,396,128,118,119,96,120"
"9605","43.63907","-79.4275","929,29,329"
"2139_ar","43.70467","-79.46433","14"
"5649","43.75394","-79.49967","106"
"9708","43.65397","-79.37982","320,97"
"6979","43.63314","-79.58267","49"
"472","43.631","-79.47873","501,508"
"8426","43.6949","-79.32409","87"
"9683","43.76514","-79.32991","122"
"8824","43.79353","-79.26666","169"
"3458","43.74164","-79.40641","320,97"
"6480","43.69178","-79.32715","322,70"
"6762","43.72804","-79.28733","34,334"
"3545","43.7318","-79.59607","336,96"
"6165","43.78945","-79.25905","385,985,85"
"8986","43.73545","-79.25331","12,300,334,116,86,21"
"14295_ar","43.68786","-79.39196","512"
"429","43.67201","-79.46723","341,941,41"
"6544","43.8014","-79.3709","51"
"10428","43.78694","-79.16485","986,86"
"15127","43.66514","-79.32153","301,501,503,505"
"8940","43.72157","-79.41848","352,52"
"6501","43.64885","-79.47542","77"
"8357","43.6645","-79.50149","55"
"10155","43.73607","-79.32714","91"
"9433","43.72744","-79.56608","396,96"
"8808","43.69451","-79.30837","87"
"8041","43.73902","-79.53894","984,84,384"
"7319","43.7355","-79.31725","91"
"1689","43.78949","-79.17657","95,905,395"
"8878","43.68814","-79.39345","312"
"5086","43.74166","-79.50167","108"
"4789","43.7704","-79.4277","98"
"3692","43.68037","-79.47565","341,89,41"
"446","43.67612","-79.4504","47"
"4937","43.75908","-79.35721","122"
"10414","43.68525","-79.31514","300"
"7255","43.77108","-79.520996","35,335"
"9789","43.77864","-79.1413","354,954,54"
"9462","43.79821","-79.27747","169"
"7878","43.68506","-79.29479","135"
"9215","43.74283","-79.30707","354,54"
"6122","43.65278","-79.36334","365,65"
"765","43.75361","-79.45827","104"
"8735","43.74721","-79.40725","320,97"
"3590","43.76255","-79.33575","122"
"1778","43.6937","-79.34815","8"
"10221","43.6604","-79.4325","300"
"9224","43.69213","-79.32707","322,70"
"3970","43.72617","-79.30344","24,324"
"3209","43.77905","-79.27566","57"
"4688","43.72568","-79.23255","9"
"7938","43.77105","-79.45745","36,336"
"644","43.78445","-79.16849","986,86"
"10154","43.78834","-79.14733","38"
"726","43.77861","-79.22259","133,38,995,95,395"
"1325_IB","43.75928","-79.53551","84"
"2964","43.66626","-79.53274","37,337"
"3565","43.75637","-79.40144","78"
"6758","43.79246","-79.23424","134"
"5464","43.78473","-79.3926","39,339,939"
"1574_ar","43.69198","-79.43982","90"
"3746","43.77113","-79.54354","165,989"
"977","43.66356","-79.525","48"
"4073","43.73745","-79.32698","91"
"6195","43.80853","-79.17056","85"
"7773_IB","43.70035","-79.5993","112"
"4047","43.68656","-79.37379","82,75"
"8505","43.75576","-79.52447","99,36,336"
"8300","43.68156","-79.33225","300"
"24624","43.73002","-79.35387","51,54"
"7353","43.72779","-79.31074","91"
"4607","43.72186","-79.26365","113"
"9556","43.79059","-79.19991","116,95"
"4840","43.72039","-79.45596","929,29,329"
"2818","43.80353","-79.20812","132"
"2588","43.68815","-79.58656","352,952,52,927"
"6351","43.61223","-79.54377","123"
"1157","43.66586","-79.52024","48"
"9979","43.69336","-79.35046","100,25,325,81"
"7494","43.6903","-79.40305","13"
"2386","43.76192","-79.3468","122,25"
"4342","43.66864","-79.30594","301,501"
"5932","43.71418","-79.27053","102,16,9,902"
"3851","43.68976","-79.29674","23"
"9547","43.70311","-79.50397","35,335,935"
"15318_ar","43.64617","-79.37883","97"
"9085","43.66661","-79.4463","47"
"14256_ar","43.6891","-79.30171","135,64"
"4656","43.634","-79.53193","44"
"24104","43.79344","-79.27106","21"
"10023","43.68506","-79.52307","73"
"9012","43.66398","-79.41614","300"
"14312_IB","43.71101","-79.27996","68"
"2206","43.7386","-79.426956","165,396,96"
"8615","43.68674","-79.40173","13"
"8566","43.70519","-79.48712","59"
"1119","43.69618","-79.53218","352,52"
"2686","43.64803","-79.48598","300"
"6446","43.82337","-79.29622","57,343,43"
"5168","43.6847","-79.42162","90"
"896","43.73334","-79.45358","165,396,329,96"
"9606","43.7565","-79.43294","84,384"
"2856","43.65558","-79.38401","505"
"24399","43.64292","-79.5327","40"
"780","43.81953","-79.23309","134,339"
"5839","43.67121","-79.45078","127"
"9698","43.6844","-79.35407","322,62"
"7204_ar","43.68859","-79.50399","32"
"9602","43.73684","-79.24673","334,116,86,905"
"685","43.76395","-79.4914","341,941,107,41"
"9521","43.69665","-79.46299","47"
"3097","43.68595","-79.3933","320,97"
"3524","43.68975","-79.32993","62"
"699","43.70462","-79.56379","45"
"8886","43.63946","-79.52134","110,337"
"375","43.69844","-79.59327","45"
"7718","43.64155","-79.43224","301,501"
"6173","43.74068","-79.41849","165,396,96"
"1734","43.61879","-79.54802","123"
"14804","43.69456","-79.53475","52"
"2831","43.82032","-79.24645","134,102,902"
"4551","43.65078","-79.41381","505"
"9782","43.77651","-79.41458","320,97"
"24215","43.66987","-79.467","189"
"1302","43.70298","-79.5251","89,989"
"14602","43.73837","-79.62394","96"
"755","43.68922","-79.54049","52"
"9523","43.65505","-79.41915","306,506"
"6143","43.71728","-79.43806","352,52"
"3411","43.67228","-79.44393","127"
"1045","43.77344","-79.27031","43"
"6959","43.81443","-79.21354","132"
"2674_IB","43.82111","-79.23489","134"
"6994","43.63964","-79.50172","66"
"2996_IB","43.68662","-79.5857","112"
"8236","43.67369","-79.46275","312"
"3878","43.77592","-79.40482","98"
"2939","43.64425","-79.51014","15,315,76"
"4546","43.61371","-79.48995","176,76"
"4431","43.66538","-79.49934","55,40"
"9038","43.67152","-79.49358","35,335,935"
"7013","43.70681","-79.46546","47"
"839_ar","43.75552","-79.61325","927"
"14196","43.70561","-79.39966","61,32"
"14963","43.70657","-79.50467","35,335"
"8379","43.80168","-79.34839","42"
"7783","43.88227","-79.34063","68"
"7097","43.70842","-79.36551","88"
"1299","43.60799","-79.49026","301,501,76"
"6009","43.73209","-79.51144","35,335,120"
"24220","43.64807","-79.3513","72"
"4033","43.63767","-79.46855","77"
"5889","43.73751","-79.30242","67"
"10026","43.68514","-79.54118","37,337"
"5740","43.74621","-79.34568","25,325"
"6876","43.81888","-79.2381","134,339"
"1353","43.60188","-79.50064","301,501,508"
"5668","43.69177","-79.42169","7,307"
"9427","43.64943","-79.42049","505"
"1201","43.68255","-79.30618","306,506"
"376","43.70104","-79.59489","45"
"24153","43.6952","-79.4025","13"
"7413","43.74121","-79.58882","73"
"5028","43.79306","-79.39087","42"
"3141","43.74521","-79.21992","102"
"6553","43.76834","-79.17529","86"
"14165","43.68408","-79.32292","70"
"1918","43.73996","-79.52584","84"
"7062","43.68246","-79.52678","73"
"8937","43.68117","-79.50894","79"
"24409","43.81813","-79.23986","134,339"
"8595","43.74585","-79.54089","165"
"3853","43.62709","-79.55967","112,123"
"2581","43.70232","-79.31631","8,91,70,93"
"6918","43.72584","-79.57366","45,945"
"4568","43.63882","-79.42749","304,504,508"
"3587","43.72532","-79.41672","61"
"10056","43.76448","-79.42481","98"
"14813","43.64953","-79.56885","112"
"5231","43.71713","-79.3502","34,354,334"
"14263","43.66225","-79.42675","161"
"8256","43.64468","-79.42966","29,329"
"6034","43.79026","-79.44618","7"
"5038","43.75845","-79.56566","36"
"3164","43.66823","-79.34025","306,505,506"
"8258","43.70564","-79.4032","13,332,61,32"
"9335","43.64357","-79.42223","301,501"
"5093","43.7423","-79.30959","354,54"
"9091","43.67146","-79.38077","300"
"8774","43.77547","-79.52208","960,60,84"
"1804","43.64808","-79.37075","75"
"4296","43.70321","-79.46454","47"
"569","43.77479","-79.25259","16,302"
"1654","43.85554","-79.33364","68"
"14237","43.63747","-79.53581","123"
"3510","43.68778","-79.49189","89"
"5258","43.79044","-79.39309","11"
"5474","43.68742","-79.34796","100,25,325,81"
"3456","43.75055","-79.49759","108"
"7260","43.76009","-79.23629","9"
"3485","43.70345","-79.42601","7,307"
"14203_ar","43.78094","-79.41483","953"
"10329","43.67574","-79.29673","64"
"381","43.73186","-79.41946","61"
"1259","43.80906","-79.309","42"
"8815","43.74713","-79.38888","122,115,95,395"
"15467","43.64587","-79.37637","121"
"2219","43.83015","-79.22361","133,353,953,53,939"
"1396","43.69004","-79.53012","73"
"8892","43.68133","-79.28145","12,302"
"5801","43.69919","-79.47622","59"
"9858","43.66682","-79.55978","46"
"6060","43.67402","-79.36804","300"
"5888","43.6215","-79.50045","15,315,76"
"8174","43.70739","-79.36724","88"
"8431","43.80462","-79.15811","85"
"10277","43.67875","-79.4737","89"
"7989","43.64944","-79.42086","363,63"
"7919","43.66209","-79.4725","26"
"9441","43.67902","-79.29776","322,503"
"24453","43.70638","-79.53271","89,59,73"
"9913","43.68003","-79.45679","47"
"4742","43.72463","-79.50969","35,335"
"853_ar","43.72148","-79.37772","11"
"7609","43.66934","-79.32725","31"
"7036","43.74307","-79.58179","45"
"2802","43.7038","-79.25265","12,302"
"15050","43.64201","-79.40203","307"
"4564","43.77531","-79.43517","36,336"
"14633","43.62176","-79.48226","176"
"2181","43.65248","-79.40618","511,307"
"14935","43.64485","-79.36537","365,19,65"
"2601","43.71571","-79.25","20"
"23870","43.77509","-79.49372","107"
"6001","43.69134","-79.32081","62"
"6829","43.73656","-79.30769","24,324"
"9985","43.79247","-79.35504","39,339"
"6107","43.7243","-79.37975","11,352,124"
"24271","43.78954","-79.30608","169"
"3702","43.64927","-79.42094","505"
"2813","43.69277","-79.30216","87"
"8868","43.68288","-79.41935","126"
"24670","43.64784","-79.48934","300"
"6522","43.66188","-79.48951","55,35,335"
"1934","43.80166","-79.29441","39,339"
"8036","43.7438","-79.21213","334,116,86"
"5165","43.76917","-79.46719","105,329"
"1408","43.78043","-79.24714","134"
"9470","43.72837","-79.23366","9"
"5357","43.72581","-79.48639","165,396,118,119,96"
"24298","43.72062","-79.59439","37"
"1466","43.73722","-79.29129","68"
"7593","43.76317","-79.23753","9"
"9155","43.76023","-79.30455","95,395"
"1207","43.77178","-79.1716","354,954,54"
"2754","43.66594","-79.31631","22,322,31"
"5065","43.80883","-79.35873","25,325"
"2811","43.73355","-79.59383","336,96"
"8796","43.69358","-79.56235","352,52"
"7130","43.76187","-79.46553","104,105,329"
"6425","43.7326","-79.48702","120"
"14186_ar","43.65682","-79.45346","504"
"24671","43.6391","-79.53411","46"
"1692","43.75464","-79.18032","116"
"6306","43.68349","-79.4546","161"
"8448","43.83232","-79.27003","353,953,53"
"4757","43.78321","-79.43355","98"
"3478","43.68064","-79.31083","306,506"
"7514","43.6903","-79.26703","12,69,302"
"9292","43.71316","-79.34787","88"
"6237","43.78085","-79.32311","169"
"8142","43.73931","-79.61284","96"
"9596","43.7616","-79.35163","122"
"4974","43.73602","-79.42023","61"
"9165","43.70621","-79.29498","24,324"
"9880","43.65936","-79.32863","83"
"5861","43.79907","-79.39503","11"
"15254_ar","43.65549","-79.4601","341,89,41"
"786","43.62684","-79.51625","110,337"
"14146","43.77604","-79.34585","925"
"1582","43.67111","-79.45052","127"
"4270","43.75952","-79.46444","104"
"8470","43.66531","-79.45294","26"
"2092","43.61744","-79.49876","176,76"
"3569","43.67811","-79.3311","31"
"6190","43.76014","-79.26842","57"
"3025","43.758068","-79.54368","165"
"3716","43.7581","-79.26762","57"
"7664","43.77234","-79.45137","36,336,939"
"8918","43.66807","-79.38867","19"
"6438","43.63582","-79.56212","300,49"
"989","43.7554","-79.43783","984,84,384"
"2236","43.780178","-79.24316","134"
"14304_ar","43.69413","-79.28854","67"
"2804_ar","43.77134","-79.20899","54"
"6582","43.74871","-79.19352","116"
"5903","43.79384","-79.23964","385,985,85"
"7222","43.69256","-79.33494","322,87"
"2577","43.82352","-79.3068","343,43"
"1356","43.74801","-79.38482","122,115,995,996,95,395"
"1920_ar","43.66101","-79.39011","13"
"4068","43.74106","-79.58958","73"
"8055","43.77643","-79.43186","98"
"1657","43.74243","-79.59461","396,46,927"
"1497","43.69018","-79.3452","322,87"
"9693","43.69851","-79.39594","11,28"
"8543","43.76915","-79.4127","320,97"
"615","43.66205","-79.36717","306,506"
"1993","43.89617","-79.30806","129"
"6147","43.69002","-79.3293","62"
"4345","43.72778","-79.41771","61"
"3660","43.78395","-79.32725","24,169"
"24291","43.64717","-79.41984","363,63"
"2552","43.75332","-79.17995","116"
"7635","43.77385","-79.18318","986,86"
"6602","43.84606","-79.27932","129"
"3169_ar","43.68681","-79.62093","352,332,300,952,900,52"
"2448","43.77181","-79.17069","354,954,86,54"
"1519","43.70176","-79.26583","69"
"7143","43.67077","-79.38689","320,97"
"1347","43.62583","-79.50534","80"
"9609","43.81738","-79.20462","131"
"14939","43.74957","-79.18956","116"
"5154","43.70338","-79.29355","24,324"
"7949","43.64298","-79.44784","304,504"
"6682","43.66022","-79.3441","301,501,304,503,72"
"4162","43.71829","-79.41469","61"
"8024","43.75825","-79.47689","107"
"10036","43.75507","-79.28808","17"
"2984","43.73558","-79.35636","51"
"1925","43.76625","-79.23877","9"
"4423","43.68918","-79.50015","35,335"
"6707","43.69982","-79.53364","952,52"
"7095","43.73593","-79.30156","67"
"3743","43.76998","-79.42734","98"
"6423","43.76471","-79.34419","122"
"3151","43.71516","-79.3928","74"
"9388","43.62698","-79.48743","66"
"5411","43.69684","-79.28521","67"
"8725","43.67203","-79.57114","332,32"
"7894","43.7415","-79.59379","396,46,927"
"14324","43.74514","-79.40613","396,96"
"1738","43.83533","-79.27653","129"
"4267","43.71759","-79.53848","396,89,996,118,73,96"
"2056","43.75014","-79.52686","84"
"2268","43.77972","-79.39085","11"
"3799","43.66048","-79.47775","26"
"15454","43.85769","-79.32465","17"
"6223","43.76187","-79.32816","122"
"8289","43.78166","-79.2348","134,913"
"3128","43.69887","-79.41686","33"
"6502","43.74331","-79.24512","16,302"
"767","43.70042","-79.38676","11,28"
"24250","43.77344","-79.40357","98"
"8411","43.72467","-79.49149","165,396,996,118,119,96"
"1089","43.74975","-79.28588","17"
"6065","43.75246","-79.48268","106,108,84,384"
"7931","43.65445","-79.36386","365,508,65"
"23879","43.76602","-79.51153","108"
"15252","43.65642","-79.46083","341"
"9998","43.69369","-79.47474","341,41"
"1830","43.81553","-79.28214","42"
"24449","43.70105","-79.51909","89"
"3434","43.71334","-79.57938","37"
"7531_ar","43.74685","-79.63465","73"
"2634","43.61996","-79.55211","123"
"8057","43.65112","-79.44013","47"
"5358","43.81744","-79.26107","130"
"578","43.70187","-79.35243","100,81"
"817","43.67193","-79.47092","312"
"6980","43.72538","-79.40211","320,97"
"8001","43.77536","-79.15601","354,954,54"
"3704","43.71028","-79.31644","91"
"3964","43.64594","-79.52689","40"
"8507","43.80543","-79.38585","353,53"
"10177","43.74383","-79.61455","96"
"3935","43.73491","-79.3759","162"
"3539","43.70196","-79.63977","52"
"24403","43.642","-79.53557","45,46"
"3408","43.77666","-79.23202","102,902"
"6737","43.66265","-79.38656","19"
"6395","43.64915","-79.5387","45,46"
"10306_IB","43.61044","-79.549446","123,315"
"3444","43.79617","-79.22695","385,985,85"
"2138","43.81636","-79.21154","116"
"14304","43.69413","-79.28854","67"
"1411","43.73739","-79.31756","91"
"4972","43.68679","-79.48899","89,71,989"
"2466","43.81782","-79.27176","302,129"
"4505","43.71909","-79.3046","70"
"7080","43.76537","-79.46597","104,105,329"
"14329_ar","43.74531","-79.40602","95"
"10449","43.76958","-79.36367","51"
"15225","43.83971","-79.32003","17"
"9459","43.63886","-79.44577","301,501"
